eye1,eye2,nose,mouth,head,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.427359014749527, 0.3877887427806854, 0.09076349437236786, 0.1254364550113678)",frame_1_png_jpg.rf.f68228d9b88f4365f0e84b1b53951ea5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5154393315315247, 0.8699020147323608, 0.3991923928260803, 0.23434405028820038)",30_JPG_jpg.rf.1ac92c8af474b5a2bda4cca2e612df3e.jpg,1
"(0.5210382342338562, 0.7889830470085144)","(0.6411111950874329, 0.8158181309700012)","(0.5936436653137207, 0.7740238904953003)","(0.6137965321540833, 0.717432975769043)","(0.585619330406189, 0.7882927656173706, 0.3182215690612793, 0.3396323323249817)",39_jpg.rf.0df36808ab6033daeb56f32e9084f762.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.07606460154056549, 0.2872858941555023, 0.15202708542346954, 0.5722730755805969)",Miku_10_JPG_jpg.rf.d7124a7084dacfd1a4c255a95f03d493.jpg,1
"(0.1320846974849701, 0.4945903718471527)","(-1, -1)","(0.13770955801010132, 0.5462919473648071)","(-1, -1)","(0.12678521871566772, 0.41000881791114807, 0.2518875300884247, 0.3403724431991577)",Cubo_01_JPG_jpg.rf.137b6bda85c1b284f6469e0583b3ba68.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.22620849311351776, 0.12538005411624908, 0.3891200125217438, 0.2401231974363327)",3640_png_jpg.rf.adc1687943dea5b93a5a49e155e17cb0.jpg,2
"(0.3622351288795471, 0.8162164688110352)","(0.13808883726596832, 0.8027855157852173)","(0.21762843430042267, 0.7799493074417114)","(0.23249872028827667, 0.7278830409049988)","(0.4384503960609436, 0.8180162310600281, 0.7419270277023315, 0.33341336250305176)",1_jpg.rf.d7392a2aad0df107e14b227a1024ae3c.jpg,2
"(0.1922861635684967, 0.33277398347854614)","(-1, -1)","(-1, -1)","(0.1693948209285736, 0.4058801531791687)","(0.1566242277622223, 0.3705994486808777, 0.29469621181488037, 0.17038097977638245)",11_jpg.rf.4ef3f35d3c2e5a8afe7c7af080d5da60.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",4023_png_jpg.rf.72eded5ac81da8b89451149af100f918.jpg,2
"(0.7533485889434814, 0.7038356065750122)","(-1, -1)","(-1, -1)","(-1, -1)","(0.79581218957901, 0.7338401079177856, 0.17806825041770935, 0.17001371085643768)",baby41_jpg.rf.14549cd72f9b78a6f12ba528ad2c3dc7.jpg,1
"(0.5134795308113098, 0.896109402179718)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49427080154418945, 0.869332492351532, 0.411970317363739, 0.25465360283851624)",38_jpg.rf.35b34a411b3702f59da18e55169d5e09.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_112_jpeg_jpg.rf.8470639fe6f9f6b9e5291b71f195affc.jpg,2
"(0.8109728097915649, 0.832867443561554)","(-1, -1)","(0.7868396639823914, 0.862960934638977)","(-1, -1)","(0.8645157814025879, 0.6350914239883423, 0.2709684371948242, 0.537079930305481)",7_jpg.rf.0c4591707b12ac5a7139b346ed806126.jpg,2
"(0.09261748939752579, 0.23471036553382874)","(-1, -1)","(0.0959555059671402, 0.2952645421028137)","(0.12837080657482147, 0.31820398569107056)","(0.11054114252328873, 0.20591440796852112, 0.22097662091255188, 0.3482033312320709)",baby42_jpg.rf.1a2fc9c726abcb1d9b850c49b3be3b6e.jpg,1
"(0.565229058265686, 0.39275264739990234)","(0.5721813440322876, 0.44634610414505005)","(0.5907625555992126, 0.4094908833503723)","(-1, -1)","(0.5694891214370728, 0.4487754702568054, 0.16138343513011932, 0.1893121898174286)",baby33_jpg.rf.e69a386b3675b6e2295add471d762504.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.42730140686035156, 0.12169990688562393, 0.44166508316993713, 0.24007177352905273)",Nanit_39_JPG_jpg.rf.e15e3e270b0743f137bd016fa31e5fbc.jpg,2
"(0.3849320411682129, 0.6076462864875793)","(-1, -1)","(-1, -1)","(0.33562156558036804, 0.5324146151542664)","(0.4453403055667877, 0.5885770916938782, 0.23355837166309357, 0.14376696944236755)",baby15_jpg.rf.675a342e8a8cfa4dc1d565c3bb3f04a7.jpg,1
"(0.6417828798294067, 0.7115324139595032)","(0.6992300152778625, 0.5707708597183228)","(0.6404900550842285, 0.6215059161186218)","(0.5986295938491821, 0.5778234601020813)","(0.695923924446106, 0.6216379404067993, 0.31502819061279297, 0.40673598647117615)",88_jpg.rf.c1017df15845c1128e09dfa242de8ece.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6510113477706909, 0.19123400747776031, 0.4767485558986664, 0.37355872988700867)",Nanit_37_JPG_jpg.rf.707ca4c826f9d5350791e68c053c698f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5186423063278198, 0.48066455125808716, 0.8885563611984253, 0.9084240198135376)",Miku_01_JPG_jpg.rf.7fc4ecd286624fd5446741dbaacf55cb.jpg,2
"(-1, -1)","(-1, -1)","(0.308494508266449, 0.5205971002578735)","(-1, -1)","(0.30302128195762634, 0.587462306022644, 0.25606173276901245, 0.15962886810302734)",frame_63_1_png_jpg.rf.a701bd5d11c9bbbf50020f4546cf0fdc.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0392_jpeg_jpg.rf.2a92dd57a5fb798f7897c6778f366965.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8825328946113586, 0.8056321144104004, 0.23225322365760803, 0.3833206295967102)",3739_png_jpg.rf.f26f3e5e4155a8802abbec431aeee77e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",29_jpg.rf.ec844b9dc48791ab206fabbb820951a9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.18496613204479218, 0.5635756850242615, 0.36959999799728394, 0.5033556818962097)",baby49_jpg.rf.b29928fc620245f9398dd0c09fbfb60d.jpg,2
"(-1, -1)","(-1, -1)","(0.3020218312740326, 0.85088050365448)","(-1, -1)","(0.19002574682235718, 0.6440978646278381, 0.36904099583625793, 0.5210598707199097)",baby35_jpg.rf.e6e9b2babc5c8e69645adf2ab5754f5e.jpg,2
"(0.553797721862793, 0.2558644711971283)","(-1, -1)","(0.5901152491569519, 0.29826420545578003)","(0.5873866677284241, 0.3614823818206787)","(0.4863360822200775, 0.25975969433784485, 0.2493775337934494, 0.3955271244049072)",19_jpg.rf.dc46637e8f8c229bffb1c6699be59e85.jpg,1
"(0.6370772123336792, 0.5135780572891235)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6235063076019287, 0.5568956136703491, 0.15491028130054474, 0.2081945389509201)",baby46_jpg.rf.83619a30a6e0b33afd6e4c8845b6d686.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8074058294296265, 0.8218414187431335, 0.31399720907211304, 0.3341984152793884)",Cubo_04_JPG_jpg.rf.1a2fe9f5b2be703d76aea3779e33b423.jpg,2
"(0.7062242031097412, 0.36745789647102356)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6772595643997192, 0.33501943945884705, 0.2280224859714508, 0.16802063584327698)",23_jpg.rf.4164d9e9254ed746f907d79fd35ed945.jpg,1
"(0.21531371772289276, 0.28958526253700256)","(0.2833612561225891, 0.19904640316963196)","(0.29194775223731995, 0.27269941568374634)","(0.3597373962402344, 0.2976421117782593)","(0.2227168083190918, 0.1861475557088852, 0.4401845932006836, 0.3692287802696228)",baby47_jpg.rf.74cad74ded9d9f2ea4f277360defb492.jpg,1
"(0.6631245613098145, 0.8136831521987915)","(0.7470799684524536, 0.784659206867218)","(0.6749693751335144, 0.7791370153427124)","(0.6522021293640137, 0.7613299489021301)","(0.7186394929885864, 0.7842176556587219, 0.26092663407325745, 0.18301372230052948)",49_JPG_jpg.rf.2c2494bc5ecc474cf17d3494a1ef66aa.jpg,1
"(0.22035172581672668, 0.8136752247810364)","(0.20613913238048553, 0.9602962732315063)","(0.24332313239574432, 0.9018757939338684)","(0.29928553104400635, 0.8959623575210571)","(0.17392222583293915, 0.7152246236801147, 0.34430208802223206, 0.5557820200920105)",83_jpg.rf.a1555d862ca508c519292efeaab61dc9.jpg,2
"(0.8149321675300598, 0.8536839485168457)","(0.7382883429527283, 0.9256706237792969)","(0.7450354695320129, 0.8786188364028931)","(0.6817429661750793, 0.8494423031806946)","(0.22773519158363342, 0.1759723722934723, 0.4528256356716156, 0.3519447445869446)",baby37_jpg.rf.0cfb704642dab49afb3c7590b08f6a66.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.28585922718048096, 0.8567777872085571, 0.4212997853755951, 0.27272549271583557)",1990_png_jpg.rf.247b548aad60d0b9638812d7f20dba32.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_16_JPG_jpg.rf.5fb403df49cbc623ad5faa7ead8e1da1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5750923156738281, 0.5227633118629456, 0.12420940399169922, 0.21595725417137146)",frame_0_1_png_jpg.rf.bbab5e70f0960b2ef75f3194f2c25ad0.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8582158088684082, 0.48103150725364685, 0.08561954647302628, 0.12265662848949432)",43DBEA23-491A-4DB5-AC33-A08EA3720A3A_JPG_jpg.rf.2a740a43b4043bd4283131f707d3c50c.jpg,2
"(0.7830883264541626, 0.6724411249160767)","(-1, -1)","(0.750892698764801, 0.7360216379165649)","(0.6892108917236328, 0.7022159695625305)","(0.8140521049499512, 0.6539995074272156, 0.3714941143989563, 0.27822208404541016)",baby7_jpg.rf.c74e3d73b87c183612d189ab872b8f99.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_17_JPG_jpg.rf.d5619832a2d28c4c455a8c4b0035f667.jpg,2
"(0.2765394151210785, 0.5234573483467102)","(0.27080315351486206, 0.5990422964096069)","(0.29108625650405884, 0.5677906274795532)","(0.3215540647506714, 0.5711451768875122)","(0.26495248079299927, 0.5569390058517456, 0.18952378630638123, 0.1953142136335373)",72_jpg.rf.dccf19affdbe8ade94fe65905a193c56.jpg,1
"(-1, -1)","(-1, -1)","(0.16139498353004456, 0.6082919836044312)","(-1, -1)","(0.12393669039011002, 0.5538393259048462, 0.24160949885845184, 0.30403709411621094)",Miku_12_JPG_jpg.rf.325440c64ab16948ffcd56e576c50dbb.jpg,1
"(0.261607825756073, 0.17652161419391632)","(0.20562677085399628, 0.3086252808570862)","(0.2618660032749176, 0.2611929774284363)","(0.3023831248283386, 0.30006933212280273)","(0.18204627931118011, 0.2454361915588379, 0.3580542802810669, 0.45701247453689575)",v2_3049_png_jpg.rf.63e3dcb5992c628fe233068b2ee8c54b.jpg,1
"(0.5426053404808044, 0.14479973912239075)","(0.35414114594459534, 0.15887832641601562)","(0.4618337154388428, 0.17772197723388672)","(0.46891069412231445, 0.2169550359249115)","(0.43657130002975464, 0.1395779252052307, 0.49951401352882385, 0.2596653699874878)",72_jpg.rf.441fda078b67394ab14132c8f4dbcc2c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.41286683082580566, 0.24127760529518127, 0.39457330107688904, 0.29634159803390503)",Sideways_142_jpg.rf.2d271ad484f289ac4baafd97136c7b47.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.15138056874275208, 0.1665486842393875, 0.3008888363838196, 0.32595252990722656)",baby28_jpg.rf.57b816581c2be1ec06ebd71cb28860b6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.848922073841095, 0.7324868440628052, 0.30215582251548767, 0.32597827911376953)",53_JPG_jpg.rf.05e62117db00b6858f2f2beee63e9835.jpg,2
"(0.49458375573158264, 0.29942822456359863)","(-1, -1)","(0.541149914264679, 0.31361228227615356)","(0.5522953271865845, 0.3619326651096344)","(0.4276197552680969, 0.32893282175064087, 0.29265671968460083, 0.22444811463356018)",32_jpg.rf.3e5e841ff898855089b6b8ae0a8c9b02.jpg,1
"(0.6985446810722351, 0.059870313853025436)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_36_JPG_jpg.rf.5447ebf58029627e742f146b756d597b.jpg,2
"(0.18895146250724792, 0.1455625593662262)","(0.26973289251327515, 0.07932773977518082)","(0.26004916429519653, 0.11633007228374481)","(0.3188859522342682, 0.1456812620162964)","(0.22573141753673553, 0.1289544403553009, 0.4144858419895172, 0.24682120978832245)",baby37_jpg.rf.dc2f2fc2457f83e2e1b5dc509abfc191.jpg,1
"(0.3545159697532654, 0.8213270306587219)","(0.1331288069486618, 0.8052660822868347)","(0.21257059276103973, 0.7854775190353394)","(0.2247544527053833, 0.7346531748771667)","(0.4337915778160095, 0.8271962404251099, 0.7467820048332214, 0.32066839933395386)",1_jpg.rf.ae88f811ff900516ef6d2993360e9bf1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14592163264751434, 0.2996639609336853, 0.2600312829017639, 0.5583130717277527)",baby18_jpg.rf.a86c613d4c12550615b4a063c5ac0e20.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.38515758514404297, 0.11897419393062592, 0.3977835774421692, 0.22475501894950867)",9515_png_jpg.rf.a5cc7e7e844500abfb6fd72863b4cdfb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.35822367668151855, 0.622024655342102, 0.13342638313770294, 0.1420753449201584)",Miku_06_JPG_jpg.rf.2382564ae7b1aa19fa144d38327cdfde.jpg,1
"(0.3242054581642151, 0.22875750064849854)","(0.3227035403251648, 0.4489867091178894)","(0.3522184193134308, 0.3321515917778015)","(0.4092446267604828, 0.33615559339523315)","(0.2426900863647461, 0.377795934677124, 0.45408886671066284, 0.5365010499954224)",3_jpg.rf.5a7c5ccb7741ad162f32b23705ecac19.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1435140073299408, 0.7102254629135132, 0.27442026138305664, 0.38857460021972656)",2002_png_jpg.rf.c14648bd017861137b090975d2c61d56.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5876511335372925, 0.47971734404563904, 0.14414195716381073, 0.12238617241382599)",IMG_0447_jpeg_jpg.rf.1bf18a6d77cb827bc2bbe7fc211c4cd6.jpg,2
"(0.361299604177475, 0.20024225115776062)","(0.19694168865680695, 0.2697216868400574)","(0.2975943684577942, 0.26896676421165466)","(0.354675829410553, 0.32161301374435425)","(0.29966944456100464, 0.19992952048778534, 0.4920036196708679, 0.367464154958725)",88_jpg.rf.6c1b77509bf0bfe14e3ad8a0b1f4f75a.jpg,1
"(0.6807783246040344, 0.12460007518529892)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5007365345954895, 0.12746486067771912, 0.6714019775390625, 0.25492972135543823)",baby31_jpg.rf.015c2f2f71bd08adf2e3a9ae0f3e4a1a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.40834587812423706, 0.24693278968334198, 0.6301868557929993, 0.30515068769454956)",Nanit_19_JPG_jpg.rf.4abb6d5635d38048cd1f535fb039d92e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.9106878042221069, 0.3929210305213928, 0.15804214775562286, 0.15952138602733612)",5D6CA9FC-3E05-4855-9EA5-0000986CF82C_JPG_jpg.rf.f186d7fd4bea614383368ddc4f58f938.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2369_png_jpg.rf.e62d8066c8c8ba599d86264fcaeec633.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7190722227096558, 0.4484519958496094, 0.13095322251319885, 0.10584058612585068)",baby23_jpg.rf.3b88d4eb31f56e018ffb25384ef59785.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4362019896507263, 0.7281095385551453, 0.4359346330165863, 0.44361573457717896)",Sideways_62_jpg.rf.1ad9d479ad4d6f630296788a538f738d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8733152151107788, 0.5423979163169861, 0.2523941397666931, 0.5206068754196167)",baby50_jpg.rf.9300131fe54e37ac0ec4aeeb68255564.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_16_JPG_jpg.rf.0ad5cdabd53af0c475e3aaef8ab3af20.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.8416967391967773, 0.601789116859436)","(0.8736227750778198, 0.5027145147323608, 0.19067172706127167, 0.26319512724876404)",Prone_69_jpg.rf.d8023d24b9843e0639c1efbe39fced90.jpg,2
"(0.6861480474472046, 0.19195780158042908)","(-1, -1)","(0.7220350503921509, 0.2320556640625)","(0.6922744512557983, 0.2713898718357086)","(0.626031756401062, 0.15707997977733612, 0.3247191309928894, 0.3016830384731293)",11_jpg.rf.872d42786832dc3b9c6a6d6b81774ab6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4667539596557617, 0.7050134539604187, 0.5344053506851196, 0.4226354658603668)",Sideways_156_jpg.rf.852ce8cff70a4bf83476e9d0979327e9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_2_5_png_jpg.rf.dca23c92671bd255b04e82b17c83d900.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3247070908546448, 0.27867260575294495, 0.638107180595398, 0.4605127274990082)",Sideways_218_jpg.rf.698a3053da502d66219d5a1119a16819.jpg,1
"(0.01882803440093994, 0.17959709465503693)","(-1, -1)","(-1, -1)","(-1, -1)","(0.27567487955093384, 0.6354519724845886, 0.5475200414657593, 0.571982741355896)",Cubo_03_JPG_jpg.rf.0b88bbc92381f350361574a3b933ff10.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.28519099950790405, 0.8575059771537781, 0.41389113664627075, 0.2737840712070465)",1990_png_jpg.rf.cfd4ab0e19cb8b234d3276777263bf18.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8662816286087036, 0.704938530921936, 0.2674367427825928, 0.5690305829048157)",baby12_jpg.rf.2dd66ff8bc56c46844230448a7830f81.jpg,2
"(0.3073282837867737, 0.8407095074653625)","(-1, -1)","(0.3546464443206787, 0.8344677090644836)","(-1, -1)","(0.25614652037620544, 0.8079773783683777, 0.2782360017299652, 0.2834201753139496)",baby4_jpg.rf.2568af7c07dba20ba5ccb85a8fa79db5.jpg,1
"(0.16405446827411652, 0.8131445646286011)","(-1, -1)","(0.13301026821136475, 0.7780441045761108)","(-1, -1)","(0.3708338141441345, 0.8642894625663757, 0.5369244813919067, 0.2693410813808441)",7_jpg.rf.f74aca021fca92378fec02c33d689696.jpg,2
"(0.8345405459403992, 0.6977782249450684)","(-1, -1)","(0.8139198422431946, 0.6658870577812195)","(0.7543612718582153, 0.6594846248626709)","(0.8436743021011353, 0.813482940196991, 0.3126513361930847, 0.37197646498680115)",baby29_jpg.rf.39293b28a68fa8e283734d7ce6e8ab2e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(0.22611956298351288, 0.2435428351163864)","(0.30153894424438477, 0.22494268417358398, 0.2518477439880371, 0.15690889954566956)",frame_0_2_png_jpg.rf.cb68b6c0b8af144c4e818b2a978fe09b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_935_png_jpg.rf.7dc2e1011413f30c17d57de72b9aab3e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.22476916015148163, 0.9409148097038269, 0.33471089601516724, 0.1179424300789833)",frame_488_png_jpg.rf.b4e187eefb7e566c17e04498486a22b9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.505650520324707, 0.258988618850708, 0.41726359724998474, 0.2834249436855316)",20_JPG_jpg.rf.7417dd9deacc966e7362ee0ca0d0602a.jpg,2
"(0.229091614484787, 0.08842627704143524)","(-1, -1)","(0.2792707681655884, 0.08927564322948456)","(0.3089118003845215, 0.11576485633850098)","(0.1758386641740799, 0.20598824322223663, 0.34048160910606384, 0.3666042685508728)",44_jpg.rf.054120d1700a1468b8dd6dfd26269ef3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8126822710037231, 0.5365380644798279, 0.1992303878068924, 0.3069882392883301)",frame_17_11_png_jpg.rf.0fca9a444933bef3e0042de656ef2d95.jpg,2
"(0.15138524770736694, 0.39861032366752625)","(0.13637664914131165, 0.5561666488647461)","(0.17211087048053741, 0.5317743420600891)","(-1, -1)","(0.13338546454906464, 0.4148077964782715, 0.2500135004520416, 0.5149429440498352)",9112_png_jpg.rf.84ca70faba095be0d87ab97cb619ee0b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_07_JPG_jpg.rf.94ca0fc168cbab439f44e33968843435.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.23174571990966797, 0.6227948665618896, 0.1958731710910797, 0.11873340606689453)",frame_34_jpeg_jpg.rf.df4436812825988a36c582feabd5d9a9.jpg,2
"(0.8741041421890259, 0.1822579801082611)","(0.6894974708557129, 0.18106375634670258)","(0.8306293487548828, 0.20753780007362366)","(0.8333358764648438, 0.26693111658096313)","(0.6028414368629456, 0.17325398325920105, 0.6697741746902466, 0.3414258658885956)",58_jpg.rf.a0a7bf15a542c3b2e3a90677489a42de.jpg,2
"(0.6804737448692322, 0.12484002113342285)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4982698857784271, 0.12724800407886505, 0.6661702394485474, 0.2544960081577301)",baby31_jpg.rf.dd28a379caa1502945814399401eb942.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12842655181884766, 0.6803717613220215, 0.23447604477405548, 0.5160343050956726)",baby10_jpg.rf.0e5504c1284e0680ee257e36881f4271.jpg,2
"(0.39265817403793335, 0.15522265434265137)","(0.4819856584072113, 0.11564590036869049)","(0.4628729820251465, 0.15377205610275269)","(0.48376473784446716, 0.19051392376422882)","(0.40346604585647583, 0.1269739419221878, 0.3193357288837433, 0.2404032200574875)",67_jpg.rf.a647935318391e2e5f5ef4d2d425fdf2.jpg,1
"(0.7633904814720154, 0.33231377601623535)","(0.772771954536438, 0.4195944666862488)","(0.7422673106193542, 0.3776260018348694)","(0.6905552744865417, 0.373690128326416)","(0.7815446257591248, 0.3870961666107178, 0.28482866287231445, 0.21449260413646698)",99_jpg.rf.3e3c6964e7f4d53081f83d75c3bc43f0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_121_png_jpg.rf.f10d48c267ddc1147dd907100d81fc6a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby10_jpg.rf.eeb70b0ceb10ad3e472c5a09640d71c2.jpg,2
"(0.12171399593353271, 0.6084996461868286)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1443568766117096, 0.7458862066268921, 0.2885015308856964, 0.4953933656215668)",baby25_jpg.rf.8d624bbbf34bec106cd8d19b29c5b004.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_17_1_png_jpg.rf.e130da55c8446ef1bff3504bab28430f.jpg,2
"(0.8383769989013672, 0.6024106740951538)","(0.8055720329284668, 0.6832171678543091)","(0.8009464144706726, 0.6524044871330261)","(0.7665116190910339, 0.6306293606758118)","(0.8657671213150024, 0.5710145831108093, 0.26437991857528687, 0.32154959440231323)",26_jpg.rf.6158eb67684e046cec91900491cd539f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.809579074382782, 0.8856002688407898, 0.37078365683555603, 0.22022786736488342)",3671_png_jpg.rf.f19b37daea1686e471d0212f66e42750.jpg,2
"(0.819662868976593, 0.7478880882263184)","(0.7369896173477173, 0.7980920672416687)","(0.751550555229187, 0.7413299679756165)","(0.7059106230735779, 0.7210776209831238)","(0.8062179684638977, 0.8286735415458679, 0.38103634119033813, 0.3388312757015228)",98_jpg.rf.7570e2c3e50d54a1fe8c5ce6a4202856.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6345624923706055, 0.8679925203323364, 0.5299331545829773, 0.2632375657558441)",7_jpg.rf.c97f675f4b71d4e9790fea368e6b77d1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_103_png_jpg.rf.b15f7762eaed2e56511d8b196b264e14.jpg,1
"(0.13543443381786346, 0.3361172378063202)","(0.12788622081279755, 0.48912256956100464)","(0.1558685600757599, 0.4217156767845154)","(0.20664553344249725, 0.4417414665222168)","(0.13502196967601776, 0.4551968574523926, 0.26782330870628357, 0.3899274468421936)",baby48_jpg.rf.2274a9449e4d88ec4874d62a918b241e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6579629182815552, 0.8426336050033569, 0.6821317672729492, 0.31128349900245667)",81_jpg.rf.def1b3a7b9fac1c98a5a14ed142938ca.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8022730946540833, 0.883618175983429, 0.38601550459861755, 0.22584262490272522)",3649_png_jpg.rf.971828c88a45c1bea59f69f5084b61dc.jpg,2
"(0.6447666883468628, 0.5130892992019653)","(-1, -1)","(0.6419920921325684, 0.536881148815155)","(0.6140642762184143, 0.5479894876480103)","(0.644770622253418, 0.4998916983604431, 0.1342962235212326, 0.16574373841285706)",baby3_jpg.rf.ccaf489658a65693888fd0f27ee98116.jpg,1
"(0.7218688726425171, 0.11088143289089203)","(0.5987420082092285, 0.08641210943460464)","(0.6340810060501099, 0.11267063766717911)","(0.6013344526290894, 0.14103040099143982)","(0.7088218927383423, 0.1128656417131424, 0.43467044830322266, 0.22271490097045898)",65_jpg.rf.9470e27453d02eddf56f561d97ae0da2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby17_jpg.rf.256238e4ede66e929b059defc1ad59bb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8593847155570984, 0.6383978128433228, 0.25616398453712463, 0.4456755518913269)",4003_png_jpg.rf.e38198b57c00156bfd3872fe72aee294.jpg,2
"(0.7739736437797546, 0.7882868051528931)","(-1, -1)","(0.7678418159484863, 0.8443296551704407)","(-1, -1)","(0.8131718635559082, 0.6093521118164062, 0.3696771562099457, 0.5525375604629517)",baby11_jpg.rf.3f569e3305ba03930345197f430029f6.jpg,1
"(0.4275898337364197, 0.51685631275177)","(-1, -1)","(0.37951239943504333, 0.5090887546539307)","(-1, -1)","(0.4318559765815735, 0.5105208158493042, 0.16625328361988068, 0.10573635250329971)",frame_37_1_jpeg_jpg.rf.c7c920fffbce11829a25dc84c2457a1b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6409571766853333, 0.34081149101257324, 0.10856704413890839, 0.17368611693382263)",frame_119_jpeg_jpg.rf.1bce5a6f4acceab93182bf0112f2ff4e.jpg,2
