nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.7555621266365051, 0.32044193148612976)","(0.7258244752883911, 0.28100356459617615)","(0.7675350308418274, 0.3046279847621918)","(0.5722620487213135, 0.23334750533103943)","(0.6832785606384277, 0.3113182783126831)","(0.3602066934108734, 0.2935985326766968)","(0.6528559923171997, 0.42354434728622437)","(0.21027657389640808, 0.3671495318412781)","(0.7612336874008179, 0.5813723802566528)","(0.2530217468738556, 0.27142229676246643)","(0.8866895437240601, 0.37431854009628296)","(0.14676794409751892, 0.7050444483757019)","(0.48010700941085815, 0.7744547724723816)","(0.2005855143070221, 0.7523442506790161)","(0.6679842472076416, 0.8296560049057007)","(0.29768890142440796, 0.9127292633056641)","(0.5118206739425659, 0.949100136756897)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.c32acac0cfe41b8e3dedc4c69b60f9d0.jpg,2
"(0.5404882431030273, 0.512999951839447)","(0.5257335305213928, 0.5031169652938843)","(0.5451457500457764, 0.5069331526756287)","(0.4851900041103363, 0.5050562620162964)","(0.5398465394973755, 0.5083025693893433)","(0.46539193391799927, 0.5257880091667175)","(0.5379862189292908, 0.5432738065719604)","(0.4170757234096527, 0.5126376748085022)","(0.5554761290550232, 0.5461403727531433)","(0.45247524976730347, 0.507609486579895)","(0.533338189125061, 0.5272335410118103)","(0.4238613545894623, 0.6016064882278442)","(0.4987790584564209, 0.6213288903236389)","(0.37812358140945435, 0.6062533855438232)","(0.48268628120422363, 0.6419125199317932)","(0.38088172674179077, 0.6363734006881714)","(0.43555593490600586, 0.6415897607803345)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_11_png_jpg.rf.51162c66dc5f75e52abb8b7f097d6538.jpg,1
"(0.266397625207901, 0.15830278396606445)","(0.4089585840702057, 0.14609256386756897)","(0.23211893439292908, 0.11776232719421387)","(0.7296967506408691, 0.23139306902885437)","(0.2895180284976959, 0.0939784049987793)","(0.7559329867362976, 0.290375679731369)","(0.43104425072669983, 0.2891182601451874)","(0.5732706785202026, 0.4667607843875885)","(0.17953534424304962, 0.45131129026412964)","(0.5414587259292603, 0.3531104028224945)","(0.26718389987945557, 0.25395479798316956)","(0.8737367391586304, 0.6848627328872681)","(0.5596497654914856, 0.6778427362442017)","(0.3036922514438629, 0.7504213452339172)","(0.10950207710266113, 0.7208967208862305)","(0.30662140250205994, 0.9078160524368286)","(0.22299745678901672, 0.9096561670303345)","(0.46456974744796753, 0.1697182059288025)","(0.1813601851463318, 0.15868668258190155)","(-1, -1)","(-1, -1)","(0.49594753980636597, 0.14568248391151428, 0.8813840746879578, 0.2882595658302307)",79_JPG_jpg.rf.e0a22ce35886276cd57e85fe5874523e.jpg,2
"(0.6537042856216431, 0.6989353895187378)","(0.6821022033691406, 0.7461888790130615)","(0.7001341581344604, 0.6750539541244507)","(0.7122007608413696, 0.8209525346755981)","(0.7445847392082214, 0.630086362361908)","(0.6127521395683289, 0.7889063358306885)","(0.6729725003242493, 0.6078813076019287)","(0.5036832094192505, 0.7388457655906677)","(0.6202258467674255, 0.49122118949890137)","(0.4495104253292084, 0.7028325200080872)","(0.497001588344574, 0.5468438863754272)","(0.3249061703681946, 0.5900009870529175)","(0.3780006468296051, 0.42906317114830017)","(0.2321595847606659, 0.5428627729415894)","(0.32315680384635925, 0.3576274812221527)","(0.1378781497478485, 0.38155296444892883)","(0.14598004519939423, 0.31881412863731384)","(0.6583432555198669, 0.7483114004135132)","(0.7010703086853027, 0.6872121691703796)","(0.6530088186264038, 0.6907709836959839)","(0.6337276697158813, 0.6584582328796387)","(0.7294821739196777, 0.7373582720756531, 0.29085007309913635, 0.28129443526268005)",100_jpg.rf.d5b3fd09b126cc04bed9fef471506ba5.jpg,1
"(0.8301280736923218, 0.09665627777576447)","(0.7927939891815186, 0.06468119472265244)","(0.8685300946235657, 0.10325653851032257)","(0.7077274322509766, 0.09655489772558212)","(0.8604938387870789, 0.1902456283569336)","(0.5792427062988281, 0.19103999435901642)","(0.8803945779800415, 0.29331833124160767)","(0.39800113439559937, 0.25769180059432983)","(0.8971651196479797, 0.49205583333969116)","(0.5451492071151733, 0.26618534326553345)","(0.8680044412612915, 0.5219129323959351)","(0.2810070514678955, 0.5430336594581604)","(0.5941570997238159, 0.6395125389099121)","(0.07395200431346893, 0.4513218402862549)","(0.4382348656654358, 0.486825555562973)","(0.18498317897319794, 0.716751217842102)","(0.22726044058799744, 0.5293169021606445)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7842692136764526, 0.12379451096057892, 0.3987959027290344, 0.22855177521705627)",3804_png_jpg.rf.96cef36f4a38ec5d7449d0a72c2f7bf2.jpg,2
"(0.17235639691352844, 0.7982734441757202)","(0.12725940346717834, 0.6645352244377136)","(0.13664336502552032, 0.8447502851486206)","(0.1284501552581787, 0.30191928148269653)","(0.16979773342609406, 0.7307088971138)","(0.3251243233680725, 0.2659904360771179)","(0.3080933392047882, 0.6591222882270813)","(0.38903579115867615, 0.025347471237182617)","(0.3975887894630432, 0.7270832061767578)","(0.2388731688261032, 0.2276318073272705)","(0.3484979271888733, 0.7697768211364746)","(0.6605514287948608, 0.167474627494812)","(0.6514338254928589, 0.5057806968688965)","(0.7068027257919312, 0.3762524724006653)","(0.6954886317253113, 0.800610363483429)","(0.8164674639701843, 0.6544452905654907)","(0.8407691717147827, 0.5814325213432312)","(0.1330244541168213, 0.6398195028305054)","(-1, -1)","(0.15353497862815857, 0.7600322961807251)","(0.1994410753250122, 0.767595112323761)","(0.1399565190076828, 0.589795708656311, 0.27368801832199097, 0.6239303350448608)",baby3_jpg.rf.fdcf6c543b2d4724c34d646391e3e1e1.jpg,1
"(0.8469191789627075, 0.5056988000869751)","(0.8810403943061829, 0.513495147228241)","(0.8954847455024719, 0.5640115737915039)","(0.8642552495002747, 0.5587444305419922)","(0.8989917635917664, 0.7104327082633972)","(0.7481866478919983, 0.4693829417228699)","(0.7243775129318237, 0.8153467178344727)","(0.5590492486953735, 0.2790467441082001)","(0.5488573312759399, 0.9135749936103821)","(0.741933286190033, 0.3706251084804535)","(0.6224421858787537, 0.865868866443634)","(0.37033337354660034, 0.47572508454322815)","(0.3448122441768646, 0.8155869245529175)","(0.28381258249282837, 0.2216072827577591)","(0.2959321439266205, 0.6198095679283142)","(0.17034368216991425, 0.32491424679756165)","(0.11838571727275848, 0.4820792078971863)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8661680221557617, 0.7041863203048706, 0.26766395568847656, 0.5700909495353699)",baby12_jpg.rf.04880a51ac8d4fb2d29507bf95e31676.jpg,2
"(0.17063447833061218, 0.6706093549728394)","(0.14197520911693573, 0.6871643662452698)","(0.15635745227336884, 0.7050970196723938)","(0.17133021354675293, 0.655121386051178)","(0.21700581908226013, 0.7378120422363281)","(0.3118089437484741, 0.4801749289035797)","(0.34384840726852417, 0.7806310653686523)","(0.30395999550819397, 0.2995357811450958)","(0.4094241261482239, 0.8858896493911743)","(0.23596027493476868, 0.2878541350364685)","(0.44813641905784607, 0.8345974683761597)","(0.7553868293762207, 0.4561525285243988)","(0.7523375749588013, 0.7302894592285156)","(0.7960829138755798, 0.41108131408691406)","(0.7822756767272949, 0.7547568678855896)","(0.9775947332382202, 0.49721336364746094)","(0.9491216540336609, 0.7044874429702759)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13997666537761688, 0.7262819409370422, 0.2752799987792969, 0.3941165804862976)",2021_png_jpg.rf.ecbf6087fedaba7480938e48ce02918b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5187376141548157, 0.40319910645484924)","(0.5481231808662415, 0.4393937587738037)","(0.522966206073761, 0.4414263665676117)","(0.570268988609314, 0.4719260632991791)","(0.5267006158828735, 0.47893333435058594)","(0.5647101998329163, 0.5315665602684021)","(0.5219900012016296, 0.5376309752464294)","(0.5239177942276001, 0.5475756525993347)","(0.48884153366088867, 0.5605534315109253)","(0.5449082255363464, 0.6062706708908081)","(0.4937075972557068, 0.6284379959106445)","(0.5351346731185913, 0.6977139711380005)","(0.4961005747318268, 0.695565938949585)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5287759304046631, 0.3873245120048523, 0.11339826881885529, 0.10890702903270721)",06695D11-B960-427D-9AF4-9A59001D157B_JPG_jpg.rf.0a8fe51c2509dd9186b10e72ec708c60.jpg,2
"(0.7862372994422913, 0.480888694524765)","(0.8176485300064087, 0.5197675228118896)","(0.831180214881897, 0.5017866492271423)","(0.8123561143875122, 0.564736008644104)","(0.8427873849868774, 0.5396297574043274)","(0.6636010408401489, 0.5779562592506409)","(0.7258699536323547, 0.49803417921066284)","(0.5581465363502502, 0.43179741501808167)","(0.6877522468566895, 0.34871238470077515)","(0.5520935654640198, 0.29654234647750854)","(0.6668673753738403, 0.22614805400371552)","(0.35280218720436096, 0.5396137237548828)","(0.3833640217781067, 0.4440935254096985)","(0.25746938586235046, 0.4767844080924988)","(0.27175888419151306, 0.25027504563331604)","(0.13448400795459747, 0.3949967920780182)","(0.12648138403892517, 0.20578067004680634)","(0.8133516311645508, 0.5545638799667358)","(0.8500245213508606, 0.46422576904296875)","(0.801423192024231, 0.4890483021736145)","(0.7670700550079346, 0.4734274744987488)","(0.853458046913147, 0.551794171333313, 0.2886908948421478, 0.3069414496421814)",baby9_jpg.rf.279e4a4e5854eeeb52505ad611af9d76.jpg,1
"(0.15171687304973602, 0.6154743432998657)","(0.12359204143285751, 0.56544029712677)","(0.13555769622325897, 0.6794359683990479)","(0.15631096065044403, 0.42251843214035034)","(0.18308646976947784, 0.7463489174842834)","(0.3360801637172699, 0.3172760605812073)","(0.28860369324684143, 0.7454267144203186)","(0.43911343812942505, 0.09601922333240509)","(0.34909889101982117, 0.9047501683235168)","(0.23981435596942902, 0.14413461089134216)","(0.21712510287761688, 0.8519784212112427)","(0.8106191754341125, 0.2796359062194824)","(0.774438202381134, 0.7196668386459351)","(0.8083877563476562, 0.24179191887378693)","(0.7540440559387207, 0.8864647746086121)","(0.9696903228759766, 0.4103936553001404)","(0.9518863558769226, 0.7605843544006348)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.149204820394516, 0.48687052726745605, 0.26868271827697754, 0.4569598138332367)",1251_png_jpg.rf.56a195044eac1f1134872d96b669c303.jpg,2
"(0.4753247797489166, 0.4674232602119446)","(0.5066225528717041, 0.45527592301368713)","(0.46760448813438416, 0.4525144100189209)","(0.5681858062744141, 0.4737357497215271)","(0.46222272515296936, 0.4508821368217468)","(0.5806885957717896, 0.5164913535118103)","(0.4530213475227356, 0.5110203623771667)","(0.6486741304397583, 0.5653337836265564)","(0.37428396940231323, 0.5236259698867798)","(0.6753188371658325, 0.6137416958808899)","(0.37552767992019653, 0.4861809313297272)","(0.5621403455734253, 0.673924446105957)","(0.49874424934387207, 0.6698206067085266)","(0.5519612431526184, 0.7494004964828491)","(0.5493311285972595, 0.7337033152580261)","(0.5194436311721802, 0.8335505723953247)","(0.5875109434127808, 0.8158742785453796)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4902172088623047, 0.4859861433506012)","(0.5246211886405945, 0.4536169171333313, 0.1397601068019867, 0.10053519904613495)",27_jpg.rf.9f2a8146dfdbbebde184e233751d9527.jpg,1
"(0.2721932530403137, 0.15441755950450897)","(0.41319704055786133, 0.1424144208431244)","(0.23234102129936218, 0.11384258419275284)","(0.7289587259292603, 0.22846457362174988)","(0.2789562940597534, 0.09181666374206543)","(0.7526311874389648, 0.28809863328933716)","(0.4182259142398834, 0.28692346811294556)","(0.5925723314285278, 0.46225008368492126)","(0.17254936695098877, 0.4468684792518616)","(0.5667816400527954, 0.35532456636428833)","(0.25719013810157776, 0.2505492866039276)","(0.8733571171760559, 0.6839066743850708)","(0.5492945909500122, 0.6774908304214478)","(0.3144473433494568, 0.7520782947540283)","(0.10391025245189667, 0.7227333784103394)","(0.3043069541454315, 0.908291220664978)","(0.21913954615592957, 0.9080656170845032)","(0.4644119143486023, 0.17010821402072906)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49624449014663696, 0.14530375599861145, 0.8811898231506348, 0.2871161699295044)",79_JPG_jpg.rf.e35d82acc64483e28bd4e175cdd82388.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_17_JPG_jpg.rf.8590c1207c1ca31ba4538b5544142472.jpg,2
"(0.7947171330451965, 0.8351048231124878)","(0.827086329460144, 0.8675535917282104)","(0.7936151623725891, 0.8647770881652832)","(0.8280452489852905, 0.8501660227775574)","(0.7140057682991028, 0.8373080492019653)","(0.7539935111999512, 0.7381260991096497)","(0.5529849529266357, 0.7260421514511108)","(0.7037641406059265, 0.6205556988716125)","(0.3039485514163971, 0.6498256325721741)","(0.7641712427139282, 0.6240962147712708)","(0.500541627407074, 0.7859947085380554)","(0.522408664226532, 0.37080860137939453)","(0.39476478099823, 0.340382844209671)","(0.44344910979270935, 0.20440223813056946)","(0.2632933557033539, 0.13023319840431213)","(0.406167209148407, 0.1014673262834549)","(0.303293377161026, 0.0)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7906614542007446, 0.884548008441925, 0.38030654191970825, 0.22187380492687225)",3613_png_jpg.rf.11963fa8ac90f90030fd04e1da5fd553.jpg,2
"(0.7337659597396851, 0.13029122352600098)","(0.697683572769165, 0.09427084773778915)","(0.7585572004318237, 0.12069926410913467)","(0.6446499824523926, 0.1434180736541748)","(0.7924345135688782, 0.17196953296661377)","(0.5784217119216919, 0.23443254828453064)","(0.8477450609207153, 0.3029921352863312)","(0.41996803879737854, 0.3331283926963806)","(0.9084711074829102, 0.4589512348175049)","(0.33906689286231995, 0.4445161819458008)","(0.8340749740600586, 0.5003038048744202)","(0.343291699886322, 0.557886004447937)","(0.6491070985794067, 0.7333127856254578)","(0.18086585402488708, 0.5031209588050842)","(0.6238751411437988, 0.8036463856697083)","(0.09120700508356094, 0.7174614667892456)","(0.3532167673110962, 0.9323042035102844)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7344850897789001, 0.1291983425617218, 0.3624705374240875, 0.2554106116294861)",2363_png_jpg.rf.26b24e23c084073a7c98b607a8430ad3.jpg,2
"(0.89410001039505, 0.5712509751319885)","(0.9265047311782837, 0.5191269516944885)","(0.943150520324707, 0.5978274345397949)","(0.8870970010757446, 0.38978880643844604)","(0.929694652557373, 0.6100871562957764)","(0.743405818939209, 0.28139084577560425)","(0.7452002763748169, 0.707126259803772)","(0.6190971732139587, 0.13233499228954315)","(0.6154727935791016, 0.9012573957443237)","(0.7698159217834473, 0.2353217899799347)","(0.6901119947433472, 0.8929214477539062)","(0.2582515776157379, 0.35330116748809814)","(0.2794227600097656, 0.7433580160140991)","(0.2760722041130066, 0.4885489046573639)","(0.3153204321861267, 0.9570630788803101)","(0.18557918071746826, 0.6463766098022461)","(0.1590915024280548, 0.8022149205207825)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8824554681777954, 0.3428593575954437, 0.2345077097415924, 0.5423582792282104)",Cubo_05_JPG_jpg.rf.24d5a5c7d3384ece68cbc8422f9be1df.jpg,2
"(0.4311116635799408, 0.87890625)","(0.4934884011745453, 0.9086064100265503)","(0.42743808031082153, 0.8962259292602539)","(0.6372824907302856, 0.8328938484191895)","(0.45996126532554626, 0.8080242276191711)","(0.7100962400436401, 0.6488149166107178)","(0.35384222865104675, 0.6585663557052612)","(0.7883772253990173, 0.5879483222961426)","(0.13022808730602264, 0.6471740007400513)","(0.7286890745162964, 0.6520965099334717)","(0.19483473896980286, 0.8032304048538208)","(0.6131422519683838, 0.23361487686634064)","(0.24146732687950134, 0.2133973091840744)","(0.5658191442489624, 0.22049519419670105)","(0.04218945652246475, 0.18508753180503845)","(0.3468468189239502, 0.06315173953771591)","(0.10399434715509415, 0.0402466282248497)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.527478814125061, 0.8643671274185181, 0.4681882858276367, 0.25618281960487366)",1157_png_jpg.rf.bab1046424e224ef11968c6ac2acce30.jpg,2
"(0.8059717416763306, 0.3132075369358063)","(0.8405522108078003, 0.26173076033592224)","(0.8639915585517883, 0.2947740852832794)","(0.803050696849823, 0.13375285267829895)","(0.8542229533195496, 0.2044067084789276)","(0.5655485987663269, 0.06316888332366943)","(0.6741183400154114, 0.3226032853126526)","(0.5335933566093445, 0.04371833801269531)","(0.6218458414077759, 0.5399624109268188)","(0.6179560422897339, 0.09637415409088135)","(0.5693492889404297, 0.48068833351135254)","(0.0, 0.2869570255279541)","(0.11287379264831543, 0.5246037840843201)","(0.14789998531341553, 0.3898075520992279)","(0.28200197219848633, 0.7366711497306824)","(0.046172142028808594, 0.5941993594169617)","(0.03703637048602104, 0.7765547633171082)","(0.8349957466125488, 0.30094724893569946)","(-1, -1)","(0.8185180425643921, 0.34249356389045715)","(-1, -1)","(0.8325691223144531, 0.19063231348991394, 0.332711398601532, 0.3789593577384949)",baby29_jpg.rf.1553d984c5e8c2bcc67401fdad9b32df.jpg,2
"(0.10037980228662491, 0.26650530099868774)","(0.07645721733570099, 0.22536154091358185)","(0.05449550226330757, 0.22687530517578125)","(0.13541045784950256, 0.16534285247325897)","(0.09507717937231064, 0.20915181934833527)","(0.35540229082107544, 0.2045452892780304)","(0.16986143589019775, 0.3776000440120697)","(0.5168664455413818, 0.2570791244506836)","(0.1787738800048828, 0.6148390173912048)","(0.6145759224891663, 0.23508700728416443)","(0.2404680699110031, 0.5634328722953796)","(0.7511922717094421, 0.49412259459495544)","(0.4961908459663391, 0.6668819189071655)","(0.8700292706489563, 0.5301257371902466)","(0.49205583333969116, 0.7905758619308472)","(0.8738029599189758, 0.6599486470222473)","(0.6995643377304077, 0.7813971042633057)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1976747214794159, 0.17728079855442047, 0.39314132928848267, 0.34640103578567505)",baby30_jpg.rf.722cee98296ae8b8d83d65ea139c65aa.jpg,2
"(0.8620233535766602, 0.4773634076118469)","(0.8889268040657043, 0.43345317244529724)","(0.8940027356147766, 0.3995770514011383)","(0.8182451128959656, 0.32085394859313965)","(0.8760679364204407, 0.18390309810638428)","(0.6892483830451965, 0.4185875952243805)","(0.6549153327941895, 0.17995576560497284)","(0.5852741003036499, 0.7472489476203918)","(0.5477226972579956, 0.2684229016304016)","(0.7835309505462646, 0.6392316222190857)","(0.7648520469665527, 0.20977289974689484)","(0.1655672788619995, 0.4110262393951416)","(0.12244424968957901, 0.19690589606761932)","(0.24137744307518005, 0.7815102338790894)","(0.1581195890903473, 0.5805288553237915)","(0.05817222595214844, 0.7400388121604919)","(0.02417607232928276, 0.6084150075912476)","(0.8791972398757935, 0.3835769295692444)","(-1, -1)","(0.8680651783943176, 0.46755069494247437)","(0.830910325050354, 0.507970929145813)","(0.850849449634552, 0.2721070945262909, 0.2983010709285736, 0.5363817811012268)",baby25_jpg.rf.05f664dbb0adf09445ad8cc0df694047.jpg,2
"(0.801722526550293, 0.7961887121200562)","(0.8567039370536804, 0.767579197883606)","(0.8375743627548218, 0.7679846882820129)","(0.8722713589668274, 0.5547641515731812)","(0.8320171236991882, 0.5911012291908264)","(0.7137383818626404, 0.35428160429000854)","(0.6812099814414978, 0.6272046566009521)","(0.6299532055854797, 0.2516309320926666)","(0.5742154717445374, 0.797127902507782)","(0.7731123566627502, 0.3658987879753113)","(0.7544112205505371, 0.8979881405830383)","(0.3011208176612854, 0.1513943374156952)","(0.27960482239723206, 0.363940566778183)","(0.21998994052410126, 0.2730942964553833)","(0.19373102486133575, 0.5788933634757996)","(0.07775535434484482, 0.2849867641925812)","(0.05815687030553818, 0.3912373483181)","(0.8346680402755737, 0.741254448890686)","(-1, -1)","(0.8219248652458191, 0.8019735217094421)","(0.7680501937866211, 0.808574378490448)","(0.8585128784179688, 0.5501533150672913, 0.2824360430240631, 0.566085696220398)",47_jpg.rf.091470cf991dbc0971b8fbe8c9fb023e.jpg,2
"(0.14971721172332764, 0.8980579376220703)","(0.11529691517353058, 0.9123252034187317)","(0.12698344886302948, 0.8967744708061218)","(0.10423703491687775, 0.8481231927871704)","(0.13706600666046143, 0.8083624839782715)","(0.17645451426506042, 0.6955915093421936)","(0.2505934238433838, 0.7709444165229797)","(0.19055786728858948, 0.6646384000778198)","(0.3296327590942383, 0.8114363551139832)","(0.14284014701843262, 0.7884961366653442)","(0.23088005185127258, 0.8976864814758301)","(0.49148431420326233, 0.46336326003074646)","(0.5278509259223938, 0.5272209644317627)","(0.6555494070053101, 0.5017005205154419)","(0.6680919528007507, 0.5976204872131348)","(0.8588941693305969, 0.47582417726516724)","(0.8287402391433716, 0.5453330874443054)","(0.12773612141609192, 0.939261794090271)","(0.12670908868312836, 0.9384472966194153)","(0.16545678675174713, 0.9686301946640015)","(0.19531096518039703, 0.939510703086853)","(0.11842389404773712, 0.8249176144599915, 0.23684778809547424, 0.3479604721069336)",baby27_jpg.rf.7bd9fa2661ec52352825a0ed2910795e.jpg,1
"(0.5714959502220154, 0.8451663255691528)","(0.5060537457466125, 0.8876164555549622)","(0.5907797813415527, 0.8754093050956726)","(0.3548787832260132, 0.8445440530776978)","(0.6032960414886475, 0.8040388822555542)","(0.3454715609550476, 0.641000509262085)","(0.6750611066818237, 0.6446125507354736)","(0.14507858455181122, 0.6105966567993164)","(0.8313565254211426, 0.6398228406906128)","(0.15136703848838806, 0.585216760635376)","(0.7996249198913574, 0.7692932486534119)","(0.353050172328949, 0.2017715722322464)","(0.7454928159713745, 0.17751720547676086)","(0.21558687090873718, 0.24231557548046112)","(0.8847663998603821, 0.18028604984283447)","(0.42731261253356934, 0.13853439688682556)","(0.8254032135009766, 0.10966205596923828)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4744341969490051, 0.8564745783805847, 0.46443644165992737, 0.2633334994316101)",1214_png_jpg.rf.679f5cd3cb4fe9a9e17cbd8a3fbe8013.jpg,2
"(0.44631052017211914, 0.3011731505393982)","(0.3955056071281433, 0.2559862732887268)","(0.5115235447883606, 0.2864745557308197)","(0.25906556844711304, 0.27178993821144104)","(0.5364221334457397, 0.32334455847740173)","(0.16946665942668915, 0.3883069157600403)","(0.4611685276031494, 0.43454426527023315)","(0.06048128753900528, 0.45790091156959534)","(0.495988667011261, 0.5247503519058228)","(0.17346248030662537, 0.46179133653640747)","(0.48694664239883423, 0.5014312267303467)","(0.15944483876228333, 0.6295409202575684)","(0.5042234659194946, 0.6564017534255981)","(0.1655406951904297, 0.6943745613098145)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3991614878177643, 0.20699498057365417, 0.47809332609176636, 0.33600181341171265)",Nanit_37_JPG_jpg.rf.19cab1032f87e25fb8d4598eab333401.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4293295443058014, 0.11994948238134384, 0.44370126724243164, 0.23712554574012756)",Nanit_39_JPG_jpg.rf.b6d0aab00dd27f4dd9735cbd82743991.jpg,2
"(0.3672240078449249, 0.4006805419921875)","(0.37623724341392517, 0.3702823519706726)","(0.36863982677459717, 0.3675875663757324)","(0.4675667881965637, 0.3492220938205719)","(0.44332942366600037, 0.35074400901794434)","(0.5755165815353394, 0.40846434235572815)","(0.4977872371673584, 0.4445152282714844)","(0.5882202386856079, 0.5090206861495972)","(0.42892947793006897, 0.5819419622421265)","(0.6365136504173279, 0.4897191524505615)","(0.4506834149360657, 0.5828739404678345)","(0.7250960469245911, 0.5907185077667236)","(0.644712507724762, 0.6419306993484497)","(0.7429935336112976, 0.6547995805740356)","(0.6486219167709351, 0.761566162109375)","(0.7420271635055542, 0.7390795946121216)","(0.7144285440444946, 0.8068811297416687)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.48463478684425354, 0.3424968123435974, 0.2863888144493103, 0.15857844054698944)",baby17_jpg.rf.7faaec41df7b2c3526ff51dbe5e0a938.jpg,2
"(0.22863559424877167, 0.39685043692588806)","(0.2222081869840622, 0.37711113691329956)","(0.21727411448955536, 0.3712381422519684)","(0.2662043571472168, 0.34174391627311707)","(0.24466261267662048, 0.33541107177734375)","(0.3741759657859802, 0.3532543480396271)","(0.30051273107528687, 0.43723002076148987)","(0.4512908458709717, 0.29858434200286865)","(0.2703027129173279, 0.49081993103027344)","(0.3624688982963562, 0.23620375990867615)","(0.1843939572572708, 0.41716331243515015)","(0.5904694199562073, 0.5917165875434875)","(0.5572582483291626, 0.6211344003677368)","(0.6533200144767761, 0.7138584852218628)","(0.6469742059707642, 0.7143993377685547)","(0.7323530316352844, 0.8348537683486938)","(0.7488334774971008, 0.7708167433738708)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.255565345287323, 0.31999772787094116, 0.2504487931728363, 0.21450814604759216)",baby28_jpg.rf.90e20bafb44ad8d499479059be29b006.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_16_JPG_jpg.rf.8678215458ff696cdd1daa8ab746d58e.jpg,1
"(0.3051815927028656, 0.5023902058601379)","(0.27554935216903687, 0.5319332480430603)","(0.28620511293411255, 0.4581848084926605)","(0.2846251130104065, 0.572152853012085)","(0.30133873224258423, 0.3914481997489929)","(0.3936076760292053, 0.604037880897522)","(0.4156932234764099, 0.36815693974494934)","(0.4365338385105133, 0.7251895666122437)","(0.48284387588500977, 0.32308945059776306)","(0.41385024785995483, 0.5999981760978699)","(0.4326648712158203, 0.3387136161327362)","(0.6690661907196045, 0.5797299742698669)","(0.6829384565353394, 0.3220635950565338)","(0.6686733961105347, 0.6669703125953674)","(0.6956340670585632, 0.36079755425453186)","(0.7794316411018372, 0.5350207686424255)","(0.7981393337249756, 0.43075481057167053)","(0.2775982916355133, 0.44239869713783264)","(0.27705007791519165, 0.5495566129684448)","(0.29985618591308594, 0.49600690603256226)","(0.33702296018600464, 0.5019904971122742)","(0.7048340439796448, 0.35447174310684204, 0.19280576705932617, 0.18030066788196564)",69_jpg.rf.a4b48f5301179c30e168d92abb6f7156.jpg,1
