right_eye,left_eye,nose,mouth_right,mouth_left,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",53_JPG_jpg.rf.ec4dad399dc7efee95530ae4855732c9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3613_png_jpg.rf.347ac4b7a4844027cc5240dbee3ae3cb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby50_jpg.rf.8c87b73db62421b11c1f131c388ad099.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",29_jpg.rf.a646e0341b3fa818926faf1b30c936e3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby48_jpg.rf.64ddf62bb09deb0118dd1662178fcbe5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.3591738854354c80431252c496372ea7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1211_png_jpg.rf.69a9662adac913a22a8c01cefc2ff2ea.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2445_png_jpg.rf.dfd627676b5b0d491b197d4c9f861a82.jpg,2
"(417.0, 59.0)","(374.0, 69.0)","(419.0, 106.0)","(420.0, 128.0)","(380.0, 137.0)",66_jpg.rf.a2fd57408693012185fa18a0b311cad6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby42_jpg.rf.531557277aa99fa1f6b1b489bbd51cd4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",74_jpg.rf.1a488e2f98bc179f87125a1a75c08733.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",84_jpg.rf.ba8e22da684e656310f1c3bca888af55.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_3_png_jpg.rf.b4965feb06921c80456d724185a3ce9b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby40_jpg.rf.0d02429032f270fe243737828a8634a9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",6_jpg.rf.ea41b0f0631cdeabdff9a72bb1318887.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",71_jpg.rf.942a321e0e9b0be4bd22c925d2b87ed5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Supine_86_jpg.rf.036d6c6a07af8c408e1dddff5aeb055a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",23_jpg.rf.32adc0c9b9d67d80992867f9f8d9407e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",BDE43A84-EE65-4E78-BA68-9BF781F7AF9C_JPG_jpg.rf.ba04b2cedfc2abbe2a45ad285cbf0100.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",26_jpg.rf.77a7e3955069e0e0fce0fe79dda8acf5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",922_png_jpg.rf.8a7920bba332b2c2c93ec9bb716226ab.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_204_jpg.rf.be7228e49f12bbbd7d90f7c0b872dd3e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",81_jpg.rf.94c1fd181fe002c9363b4aa78a103aa9.jpg,2
"(479.0, 92.0)","(424.0, 105.0)","(459.0, 135.0)","(485.0, 161.0)","(445.0, 171.0)",baby4_jpg.rf.a524d00f2db2ab2c18f5c9f81bc9de01.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",24_JPG_jpg.rf.ad6f08170462ab35894bfd12b5faeb40.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_40_JPG_jpg.rf.84fc3be97b0b109b8b8075c6dc08ab0b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1236_png_jpg.rf.b758696df03d0638e883bdf05ef38b51.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_87_jpg.rf.42a02e82e23d020e2eba2e4f52a327fd.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_10_JPG_jpg.rf.b9534fc80a1b93a6369b04eec9535f3c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.44c0ad7e858321e2c52ca2f9977810f6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",02A7B6A5-18A2-490A-A765-7BBE9E190075_JPG_jpg.rf.8aece95b0475c4f74e964aa4f859c552.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",53_JPG_jpg.rf.21f88e14c5574a1b62ca976a4617c37d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby41_jpg.rf.27dd7fa6886b39366799d81f99db74b4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",47_jpg.rf.ddfa4055e8f8245e52109e3df1ba9c56.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9491_png_jpg.rf.782b78ed3a75ef726226a624667fb6ee.jpg,2
"(285.0, 467.0)","(276.0, 473.0)","(287.0, 473.0)","(293.0, 480.0)","(285.0, 485.0)",Prone_24_jpg.rf.d1ba21e287e44c9c9ed0c149b58f570e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9563_png_jpg.rf.2fd5c63140be6c397c70afe412078fc9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.f36fe84b7cda2f5e35b4ac22f4fb2b34.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1202_png_jpg.rf.1706bee57af89705ca04320e643d80f8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3704_png_jpg.rf.e5481eb41c1d4c4eb614f82a8b7e505e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby19_jpg.rf.7d4fe4d2e908c21a987734e1798a2c65.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_06_JPG_jpg.rf.324200deca638904563cb9926dd74131.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_19_1_jpeg_jpg.rf.7275dbb2d2ddafe23fcdfd19accfc761.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_10_JPG_jpg.rf.f7bdc7ff0355bfea32ec9d391704b285.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",866_png_jpg.rf.6884ab6f818bce1ff81061d97c845e4c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_07_JPG_jpg.rf.e122533f33d557626a0016d92aeb8576.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",25_jpg.rf.44bc066e739ea4a61e161b69f5126e4b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_01_JPG_jpg.rf.402ba56334e53222365e8fdfc048c3fb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_10_JPG_jpg.rf.d9bb5fb48c4d09c4ae6976d5e5bfdc8b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",60_jpg.rf.9c92601c2baef90dfe6e5b2be5885b4a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",4003_png_jpg.rf.8d07a7597532c189cbc390f3061d7fff.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby9_jpg.rf.9ff70c72364a439166224ecb53558e4a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",26_jpg.rf.a5e50f168cb8db0d01861f211fe162a1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",88_jpg.rf.a44c687ea85da25800dbd8e7963d7f5c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1923_png_jpg.rf.151a5ef5e2d01031350f90275bb253e9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby46_jpg.rf.7e83d544cc6a1c32b7c7679cb6c29298.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",11_jpg.rf.da13ddd48a90a181def397a268d8bc00.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",39_jpg.rf.3a1f6d5aeda7e67f2264069007f6d623.jpg,1
"(351.0, 156.0)","(333.0, 158.0)","(343.0, 168.0)","(351.0, 176.0)","(338.0, 177.0)",278_png_jpg.rf.0835dbdc4f4fc26d23d18a3206a8e3ad.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",93_JPG_jpg.rf.2aa60bbd41477676817e91b76801a734.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby16_jpg.rf.953fc8c80812cdaa8b1a08d0bfa5a596.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_43_jpg.rf.ca9e57350bfe16c64dec0be00670c0a2.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_10_JPG_jpg.rf.6d20366666e394f1e5d5de77e72c1e87.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",52_jpg.rf.1dcabf4ac79719254623402161fc9bc8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby50_jpg.rf.21de79fbab364a8b8a9e20a40c9a4fd5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_35_jpg.rf.12b401c2cadda80075c903b240292e58.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_11_JPG_jpg.rf.d8a694b1e8ddf1f9225c89dea5ec7b97.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",65_jpg.rf.30f9b0e4c26dd88a8a13bdc31de7602d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1179_png_jpg.rf.f121e8767a099c77d4c14944ccf0eaf8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",7C13AF72-DD1A-45A3-898E-5B9184DFAA6E_JPG_jpg.rf.d00af630f7e6e21b8ba40f32aac25bd6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_03_JPG_jpg.rf.586ff8c4da483374275ecc73536880d8.jpg,2
"(508.0, 15.0)","(503.0, 14.0)","(504.0, 20.0)","(504.0, 24.0)","(500.0, 23.0)",frame_429_png_jpg.rf.30f4d3f0422321af82eed7444672064e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby43_jpg.rf.e8d45e441125de2a0b0243f4ef1fcb28.jpg,1
"(305.0, 263.0)","(271.0, 280.0)","(282.0, 299.0)","(313.0, 313.0)","(289.0, 326.0)",Sideways_106_jpg.rf.a33bfebe2ffd864135d766445908e778.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1251_png_jpg.rf.e09a4f13e457a43ad525577d05397240.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",98_jpg.rf.c34ae2a9876bd1cca2540bb3965bb8fd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",40_jpg.rf.ba98daee07fb3a2bf497ea8d39075ffb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_11_13_png_jpg.rf.98b493f45cbaf6741da6be8d70c79600.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",86_jpg.rf.960725901ea997ea2265ed656e716bfd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",87_jpg.rf.20778108a51e7d33d0eaa110203b987b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2460_png_jpg.rf.35c68b2dc9f8a495db8483b82917dc5a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby7_jpg.rf.945097b2b8bc68c2df4d642c0453e787.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",42_jpg.rf.a9a849034132c55ec1a0dd32f419dc49.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",85_jpg.rf.6012ec6101a813afa0d5351a414b29ea.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby30_jpg.rf.18343a82975055c44265fb842f1b8e7a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1214_png_jpg.rf.4c74677f2dda1896846355948d7c0db4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_23_JPG_jpg.rf.40fd616ad25dbfeec3f6e7b4194ff20b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby18_jpg.rf.1ee99f7e62cb31b4e7bb74fe6779f85f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby41_jpg.rf.3152511daf83bb07cb01351d57f6a85a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_33_jpg.rf.e8cace72583da5d3033e68b45b9cdc0b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.eab2fae8c1ba4f9a75ebc8cabb960d2f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",5_jpg.rf.01cf6db6dbcbeb7cbfa57a4f9e25ed49.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",20_JPG_jpg.rf.e32d526a9559db323142657ce70f1af1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.9131600f8ceef3290c9f48e05e1fce19.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",15_jpg.rf.48010657d21926a5a058735b1cc5c14b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_34_JPG_jpg.rf.45b4eb9b9bc2ba633e15312c604443c9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_90_jpg.rf.677bc8427f1dd00b0f6c4e524da4d90f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",25_jpg.rf.ff5793c837a18ba31a77b645cace6db2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_25_JPG_jpg.rf.7cdd5f6d9c3448c215c946c0e7b77317.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_179_jpg.rf.88a6f220fb057e4a89ab6cc60d2897d2.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",37_jpg.rf.3b7f95f60982a5e7b170e04e89485896.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",56_jpg.rf.fa1fe6ddb3e62cbeb0d3a347689881a7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",40_jpg.rf.cfc545a2049ac89fa4d09b62feee9faa.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_07_JPG_jpg.rf.fff2981df5ac41a67ed3b47eef41852a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",20_JPG_jpg.rf.02623d21ac9239ec77555f8f5a422af4.jpg,2
"(396.0, 154.0)","(348.0, 173.0)","(381.0, 181.0)","(405.0, 218.0)","(372.0, 232.0)",17_jpg.rf.30dbcbf11cd1a80cb527e2da8ab06945.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_10_JPG_jpg.rf.6ac44e77f179672f7c837cde4cc74fc5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_03_JPG_jpg.rf.efe52a7c1ba9ec01d562abbdbb7957cd.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Supine_113_jpg.rf.7b22743d1fc746d50ec9ff9bb212b3ee.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",49_JPG_jpg.rf.4c64ca41964feb86531740d76ceae309.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",95_jpg.rf.2223bb42caa1c06a8d6480f6631f25cf.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",27_jpg.rf.cf6cb4ad76d05421df7dd351872794bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.da294ac113505264f67cbcff08a2f364.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby8_jpg.rf.ebd3c00fb3b7e307acba47074294cee3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",E0245242-2B6E-4078-A542-0FF2F2ED4A28_JPG_jpg.rf.b53c5401cdce348a015855d27e344dea.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_07_JPG_jpg.rf.598693a48925f1af34205ecc946b44d3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2_jpg.rf.ffad8317170a9885f765dfa51e6418ef.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_16_2_png_jpg.rf.207bf1ac938d7f09595d35f2eaae1194.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby46_jpg.rf.83fc84682bcddfebdfd1dfed42376f9b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",69_jpg.rf.b8a22dae5a52183a71c69fba2f8dcafb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",10_JPG_jpg.rf.3e91be1943274a4a9d7b2c9959b7e843.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",34_jpg.rf.81b956f121d46b5356640871cb1f2979.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2424_png_jpg.rf.d664389520154f7b52ac964bf951b0f9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_73_jpg.rf.e1916bbcf0aefef67ff31095f355b3ac.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby6_jpg.rf.0be82915fccc4ca3fce100a33cd03eba.jpg,1
"(317.0, 151.0)","(297.0, 145.0)","(301.0, 160.0)","(310.0, 175.0)","(293.0, 169.0)",frame_3_2_png_jpg.rf.2ba0be8962bb72912274485826b03edb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.a81345df77738f29eb0fd1402aee78bc.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9112_png_jpg.rf.437d0abe11dbb944d1b62a181ad4b7d4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",58_jpg.rf.91a5e992e49a5a6777894f1a3bed8878.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby2_jpg.rf.e0938884a63e8cc5f5bba0dc73c8964b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",56_jpg.rf.c51262b5f06179d2d7a58a8f790d1fa2.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_112_jpg.rf.5e206fd32bc7a206d7a3a1e604bc57c2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",99_jpg.rf.5787b6765a8d5ec02ffb886fcfefb814.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",49_JPG_jpg.rf.3ef9e22944700f6b74b565b1b8c96c99.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby28_jpg.rf.91dffd86ff738ed64d2ec4cdfba8e8b8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1157_png_jpg.rf.173c00949133dccf9c84208e06c6899a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_06_JPG_jpg.rf.cbf38ea7f0f58c776f4d249ecee21f74.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_10_11_png_jpg.rf.0d337a514b7c8b8dc596434b0d70135d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9_jpg.rf.ecc9e78082297ba6404591957f2712f3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_06_JPG_jpg.rf.5742336a18dd17429511d97d8a675f07.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_36_JPG_jpg.rf.1376cac2d1467e3d07a2d255d441a195.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",IMG_0440_jpeg_jpg.rf.256f15377a8dcef3d28a48eab65c7f72.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby7_jpg.rf.dfd8438a2297b7173a6e6600fb14d2cc.jpg,1
"(539.0, 82.0)","(531.0, 82.0)","(535.0, 88.0)","(539.0, 91.0)","(532.0, 92.0)",1157_png_jpg.rf.d1fd09c9c3c0b8772a1717d044f53ca0.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",69_jpg.rf.cd4e2d1dcfd3e9aed6801709c793a25e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_01_JPG_jpg.rf.ded7cee9f340d779b3e1ed9f91b8c5cc.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3640_png_jpg.rf.f3c94f908a953a54cb61aa235f9922e1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",12_jpg.rf.a428c7085f6bb19db3180480f9e8cce5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",122_png_jpg.rf.173655535c32acefacb434a8ad2de20e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.634cea79b809fff657581c9623430418.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",31_jpg.rf.6a57cf5706dd526b22f0c2bbd50b9a54.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",122_png_jpg.rf.a4cdbc41ba00571e7a3de07285d29cf1.jpg,1
"(105.0, 556.0)","(101.0, 558.0)","(99.0, 562.0)","(106.0, 566.0)","(104.0, 568.0)",youtube-2_jpg.rf.c8b8ffaa49fa1286f1ef7afcb6d1f740.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby20_jpg.rf.6a48b579ff1327b37e84cd796b60068d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_09_JPG_jpg.rf.ef6382fa3d77a92e9fe480fdb6b81636.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby26_jpg.rf.7810bd01f359fc6d1da2a2123528349b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",11_jpg.rf.b3fb810b88074db2f8d55d9fa5594e15.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby42_jpg.rf.4247515eb1cc5f620b8fede05effbd81.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_19_JPG_jpg.rf.af24c33f20cb99db7488a6edbfa7cb69.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Supine_43_jpg.rf.b8c427a1c95b73354c60b4401a2b4279.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_107_jpeg_jpg.rf.96e20b282ca6b1674458a977113d3e62.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1962_png_jpg.rf.ef9040f8e5b4cdc3e4d7a167dfaccaf0.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_03_JPG_jpg.rf.e5c1ca5eae307d367c859236a5ca8f41.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby32_jpg.rf.f846bd6447cd8a9c22a9706c53ffaa7e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",02A7B6A5-18A2-490A-A765-7BBE9E190075_JPG_jpg.rf.c546db0bea62c6b09fe874ade2678903.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_119_png_jpg.rf.f5d15498d4ec13f4f9b3c7e726e71d71.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_11_8_png_jpg.rf.15bd45e2a236e59a9df3139def0377b4.jpg,1
