eye1,eye2,nose,mouth,head,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",5_jpg.rf.d6982e235b9697e76025f52423cf87e3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_121_png_jpg.rf.f10d48c267ddc1147dd907100d81fc6a.jpg,1
"(0.7631500959396362, 0.46874505281448364)","(-1, -1)","(0.770102858543396, 0.5563546419143677)","(-1, -1)","(0.8191048502922058, 0.4582980275154114, 0.3617902398109436, 0.3872545063495636)",Sideways_187_jpg.rf.ee64a47eea19d6283b00e10d31c72c93.jpg,1
"(0.4360555112361908, 0.26391372084617615)","(0.9622701406478882, 0.5141791105270386)","(0.4679170548915863, 0.2782416045665741)","(0.46869000792503357, 0.30627208948135376)","(0.9339587092399597, 0.4761793613433838, 0.12993621826171875, 0.9523587226867676)",399CFC75-01DE-4CBF-9E91-905A8FEB6123_JPG_jpg.rf.5350ec68c0febfdd8a74d2e3630500b1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_07_JPG_jpg.rf.148713b0d0d459068f45682ad5ac277f.jpg,2
"(0.5031410455703735, 0.2699475884437561)","(-1, -1)","(0.6008787155151367, 0.29172182083129883)","(0.59288489818573, 0.34339526295661926)","(0.5220047235488892, 0.19164016842842102, 0.4478759765625, 0.38111019134521484)",84_jpg.rf.8a6aeebee8d48c5cb3f33a98be56f5fe.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.19463613629341125, 0.1677761822938919, 0.3826984465122223, 0.33284035325050354)",baby30_jpg.rf.98b1654fdcfb120f92fa6e05f395d694.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7321707010269165, 0.12985417246818542, 0.41437703371047974, 0.24458613991737366)",1922_png_jpg.rf.5f73444c5edfc1c11f378833b45af096.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",100_jpg.rf.2edc0ad02554fdc0901efefeab6d8613.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby10_jpg.rf.e9008d333009a4933df326ff1d8fd3d4.jpg,2
"(0.5217673182487488, 0.4139091372489929)","(-1, -1)","(0.5507637858390808, 0.46268028020858765)","(-1, -1)","(0.4848838746547699, 0.3517429232597351, 0.3166038393974304, 0.33784085512161255)",Sideways_106_jpg.rf.bc58612bdcb4a9abd49f8567a9b31031.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.43367499113082886, 0.13345305621623993, 0.3967393934726715, 0.23036284744739532)",270_png_jpg.rf.5beaa34b14056792e04ec411aa8189f5.jpg,2
"(0.8785235285758972, 0.06690560281276703)","(-1, -1)","(0.8227894902229309, 0.03262719884514809)","(-1, -1)","(0.8822320103645325, 0.17266544699668884, 0.23553594946861267, 0.3453308939933777)",baby27_jpg.rf.270b2c9345b07fa2bf2c7e2df3e52c0e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_06_JPG_jpg.rf.3976075f7926795ed0f5d305cee6c162.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby11_jpg.rf.0a41ba642819490546639bc2c62abd09.jpg,1
"(0.8829700350761414, 0.11310698837041855)","(0.7951432466506958, 0.08161705732345581)","(-1, -1)","(-1, -1)","(-1, -1)",baby46_jpg.rf.b2c5e20da6f16d4dbde2d88dd6e53e30.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",96_jpg.rf.15f4b1ba949fbbe9547469cd7c361566.jpg,2
"(0.7468937635421753, 0.2411573827266693)","(0.6044343113899231, 0.2508717179298401)","(0.6910747289657593, 0.26749148964881897)","(0.6949621438980103, 0.30803558230400085)","(0.6075960397720337, 0.20095649361610413, 0.34696054458618164, 0.2947922646999359)",9_jpg.rf.2dc0baf402b7a5eccb6bdb5c447cb56d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8007593154907227, 0.6525318622589111, 0.2969932556152344, 0.29659757018089294)",13_JPG_jpg.rf.3e9b708d7d9d461739e7caebbc06e9f7.jpg,1
"(0.6320759057998657, 0.5038820505142212)","(-1, -1)","(0.5991157293319702, 0.49821072816848755)","(0.5911647081375122, 0.5246210098266602)","(-1, -1)",frame_8_17_png_jpg.rf.b37d20d594928ba6b0d092c2ef88d60f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby23_jpg.rf.30e232de5b98a557f6bb76965e65a412.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby29_jpg.rf.754760ac3073c5dfb26b05344f74d945.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_100_jpeg_jpg.rf.68fbec527d1fe4197d0f9b737713f3a6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8389407992362976, 0.20280751585960388, 0.2973388135433197, 0.34057164192199707)",baby34_jpg.rf.937463312fc95acbeba15036d18e71e2.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.10546286404132843, 0.4349677562713623, 0.21092572808265686, 0.8300267457962036)",1163_png_jpg.rf.e60a26b7e986793f92e8694357d89ce8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_10_JPG_jpg.rf.903aba14aad8be6f983ec671f50bec86.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_03_JPG_jpg.rf.e75fbc8c2550969a433d3499f9ccb28d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_63_jpeg_jpg.rf.b0e05213c0694f8d3d2011e23b15b59b.jpg,2
"(0.3859533667564392, 0.15484529733657837)","(0.26537832617759705, 0.1752796173095703)","(0.32239627838134766, 0.18458116054534912)","(0.33130544424057007, 0.23998865485191345)","(0.3473365604877472, 0.15909962356090546, 0.3430979251861572, 0.3153601288795471)",baby24_jpg.rf.b0b04738b7d74f6f96896e1c38d1779d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_955_png_jpg.rf.55fde28dcd590af6b0358f9a834e7441.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",8_JPG_jpg.rf.6e3ad2c7144ba493fb80ff04d32a6eb1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby23_jpg.rf.2d1d7d698e9cdbbc03c506061a3d0e87.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_19_jpeg_jpg.rf.c9a6ce5cf3f90b68de3f1158a4652072.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_30_JPG_jpg.rf.c06844a0e0159cb7431e3487f63e1cdf.jpg,2
"(0.5892631411552429, 0.14753615856170654)","(0.6817882657051086, 0.15560173988342285)","(0.6381986737251282, 0.1799088418483734)","(0.6281493902206421, 0.21950015425682068)","(0.5783945322036743, 0.13708409667015076, 0.26345768570899963, 0.26089829206466675)",42_jpg.rf.1850097a1032ca390909a54fc7331fb6.jpg,1
"(0.9750625491142273, 0.19742098450660706)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",66B1CA7C-1061-496D-95C8-61AB7AFAC91D_JPG_jpg.rf.5236bdc0b99a03123bd78a5a712674c4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_131_jpeg_jpg.rf.07e4a7b10b6d07331d7430d3eb7bc1b4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(0.7830269932746887, 0.5679880380630493)","(0.49996107816696167, 0.4060434401035309, 0.9963253140449524, 0.8097173571586609)",Prone_193_jpg.rf.df1f8541199b80383340b462d28b0e6c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9480_png_jpg.rf.c88401725a98fc86a89a39d741dcb458.jpg,2
"(0.2109300196170807, 0.07955135405063629)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13785600662231445, 0.14304740726947784, 0.26882076263427734, 0.2819672226905823)",baby46_jpg.rf.9a145f1fe7598a43c807649357483ecf.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby40_jpg.rf.1e96acb96c463b0f5ed856ceb562091b.jpg,2
"(-1, -1)","(-1, -1)","(0.031084511429071426, 0.6789135932922363)","(-1, -1)","(-1, -1)",901_png_jpg.rf.4b3282e46239af234726c80bf2422996.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",922_png_jpg.rf.d6b651e62512eec7667c90bb67dde35c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2_jpg.rf.567c36cb371e34b92f569fc6534b5599.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_40_JPG_jpg.rf.91c06206e5c7106a7f91131b408a535e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3330973982810974, 0.125703364610672, 0.2363995611667633, 0.251406729221344)",frame_33_1_jpeg_jpg.rf.f93ec00a4b39da8c2b30564d64d3c429.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1923_png_jpg.rf.5c37ce6a5a8ccb7ee233f2c09d7ad648.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",51_jpg.rf.46a0510973b713e6b6be39242fac9448.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_01_JPG_jpg.rf.ba39c8ac53e2fcb30db25f3be7c77584.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",40_jpg.rf.cfc545a2049ac89fa4d09b62feee9faa.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",922_png_jpg.rf.64dd63b3842ed12062ac79b9137cb105.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_551_png_jpg.rf.3375ac0f500da9cae60a4762634a3be1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",20_JPG_jpg.rf.daa1c366a932350996d2cd81a2757ae8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5441356897354126, 0.6273136734962463, 0.8877929449081421, 0.7173880338668823)",baby16_jpg.rf.04b17cc0c041d9267ca33355873991b3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1214_png_jpg.rf.a4ea5c07cb3372c6edc4ab2ca3617461.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",16_JPG_jpg.rf.528004a39b929a0d47fb3fcc5987be66.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_29_JPG_jpg.rf.af78dfe73e0ab278371c349b3af10c7c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby5_jpg.rf.4e99313054e24ef4cc8aa2db7aefbcb2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.55c2dfaa764262f43477742ab21f7d2a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1366416960954666, 0.4145076870918274, 0.24060019850730896, 0.31903141736984253)",Cubo_01_JPG_jpg.rf.63e20fb7664545683a08871857dc3ce9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_16_JPG_jpg.rf.35dcce1634bbb18c5e26d52ee82d652c.jpg,1
"(0.4517293870449066, 0.3606012463569641)","(0.5595094561576843, 0.33700820803642273)","(0.5191999077796936, 0.3756260871887207)","(0.5277727246284485, 0.413886696100235)","(0.5015686750411987, 0.3368520736694336, 0.30490463972091675, 0.24539165198802948)",36_jpg.rf.4f641d6c43b0709fb4b1f00e2d8e7665.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_11_JPG_jpg.rf.5872db3ad0bfc7048349608481abf33f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(0.19411304593086243, 0.6042454242706299)","(-1, -1)",24_JPG_jpg.rf.f26947c219178d1c088cf621ceaf8978.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",79_JPG_jpg.rf.c4a6a4de5447f2767c973fa62e26e922.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",81_jpg.rf.def1b3a7b9fac1c98a5a14ed142938ca.jpg,2
"(0.37734803557395935, 0.25889307260513306)","(0.31592249870300293, 0.26403701305389404)","(0.3509649336338043, 0.28993406891822815)","(0.3520367741584778, 0.3379799425601959)","(0.33998697996139526, 0.26683616638183594, 0.1594255417585373, 0.24995478987693787)",41_JPG_jpg.rf.8a4342e8356bee0528a9bc1a987e16cd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",79_JPG_jpg.rf.e0a22ce35886276cd57e85fe5874523e.jpg,2
"(-1, -1)","(-1, -1)","(0.34116166830062866, 0.08961979299783707)","(-1, -1)","(0.5030127763748169, 0.11476916074752808, 0.42603379487991333, 0.21962091326713562)",baby15_jpg.rf.a099de188723437398dc170459099b5c.jpg,1
"(-1, -1)","(-1, -1)","(0.36205071210861206, 0.28159937262535095)","(0.03125307708978653, 0.37377434968948364)","(0.3236266076564789, 0.274921715259552, 0.2860977053642273, 0.3428499102592468)",baby38_jpg.rf.27199d2e0eadb9ff3b0f5eef1e2a505e.jpg,1
"(0.2997477054595947, 0.20758295059204102)","(-1, -1)","(-1, -1)","(-1, -1)","(0.26997584104537964, 0.202236607670784, 0.12060584872961044, 0.18516235053539276)",66_jpg.rf.ea82933a19dbb94795a4d8db52900007.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_963_png_jpg.rf.432095fcf3475536808adc3a4a5c6c5d.jpg,1
"(0.3682698905467987, 0.8262830972671509)","(0.4985281527042389, 0.8229694366455078)","(-1, -1)","(-1, -1)","(0.40202006697654724, 0.8460830450057983, 0.3227671682834625, 0.30751800537109375)",85_jpg.rf.6012ec6101a813afa0d5351a414b29ea.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6191620826721191, 0.25024738907814026, 0.45753613114356995, 0.4990762770175934)",baby41_jpg.rf.b0519a8eafa35b8e2ef00f8a761c8633.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby12_jpg.rf.d7ae09ff83158eb364a97d3667b5e25e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",174_png_jpg.rf.ef9d9a8a56458f36a66546b3f812227e.jpg,2
"(0.20305900275707245, 0.5603457689285278)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3704_png_jpg.rf.de0e7068fa293a3c97603f336b407ae2.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby12_jpg.rf.089483aec1288b3375a3fa9fa2834ac6.jpg,2
"(0.797010064125061, 0.08109953254461288)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby46_jpg.rf.a93e8cbe093b76b982cd77d5d58fed4f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.63457190990448, 0.303134560585022, 0.34599199891090393, 0.2233884334564209)",5_jpg.rf.14c0bbbb115dfcdb329bcc760741fdd8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_12_JPG_jpg.rf.1f63fac5bc123741c03f23e6f0ff8815.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby2_jpg.rf.995a9613c3bff96f4a1a4e8b994a457d.jpg,1
"(0.3278210759162903, 0.17026616632938385)","(-1, -1)","(0.30952340364456177, 0.1899859607219696)","(0.31120964884757996, 0.22776231169700623)","(0.31036749482154846, 0.19233140349388123, 0.09988240897655487, 0.18062081933021545)",35_JPG_jpg.rf.5c8430d88178e0745661c2195fd1ae52.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_07_JPG_jpg.rf.89a570bf57796c5547c1b240f4e2d6a0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby17_jpg.rf.5596abf92a9f8841b1df3943a3813c06.jpg,2
"(0.6594233512878418, 0.2536483407020569)","(-1, -1)","(0.656315267086029, 0.3069637715816498)","(-1, -1)","(0.736730694770813, 0.26510369777679443, 0.27779752016067505, 0.2898922562599182)",98_jpg.rf.baa65cae05c7a7f25feb4bbc94fd047f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5090562105178833, 0.10870548337697983, 0.2983027398586273, 0.21688807010650635)",Prone_48_jpg.rf.b5c2b8ea337db9dc8b06ee3bdbb40946.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_34_JPG_jpg.rf.36f271050aaaed3baf3fb904df0c3162.jpg,1
"(-1, -1)","(-1, -1)","(0.12545545399188995, 0.6799001693725586)","(-1, -1)","(-1, -1)",baby20_jpg.rf.587e3512a128330f06c2c1743ed63018.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_06_JPG_jpg.rf.1acd6107e54f44adbc58afd44844f766.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7751571536064148, 0.4831430912017822, 0.20713385939598083, 0.23075714707374573)",Sideways_153_jpg.rf.8a58efcbec43c3061ebf84fb596e804d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1206_png_jpg.rf.98da54e84800890714883ae39c0b274f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Supine_101_jpg.rf.f80ad1d37c7524f4e1de21df9ad68512.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",6_jpg.rf.fb7863382c5eb148edfd7c965923d68b.jpg,2
"(0.5883356332778931, 0.5347703695297241)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",BFA9818E-2CA7-45E0-9D13-1481DE79F8A9_JPG_jpg.rf.e01134b871567a056cc9b30de42aca02.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0421_jpeg_jpg.rf.68fb86f3808850068c38faba498d6425.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby9_jpg.rf.0147b3de97d01f44a46ca8c3a0822960.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",52_jpg.rf.cf5b3d6879368273b8b9fb33cc228cd3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",11_jpg.rf.2bfcb044986cf333a15cfd663e443d99.jpg,1
"(0.5894697904586792, 0.1474820077419281)","(0.6819058656692505, 0.155360147356987)","(0.6384223699569702, 0.17981675267219543)","(0.6280325651168823, 0.21909280121326447)","(0.5798966884613037, 0.13756883144378662, 0.2646633982658386, 0.261292040348053)",42_jpg.rf.a454607701ebe54fd3fdfc3e26baee10.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_159_png_jpg.rf.cd72a96bf00842ed7dbafa494fdaa3a8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",53_JPG_jpg.rf.1e9541ee732b7cca950859c331d681a6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3640_png_jpg.rf.8a6e9f4c17ccedc13f5e7c9e9af9e841.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",94_JPG_jpg.rf.a00a19415f2a57664c754316cc4252d7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",80810FB7-17A5-415A-B419-5942120B566D_JPG_jpg.rf.544ea918871e02472e1e6ef2c46e273f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",151_png_jpg.rf.c5dd5025cb6d17bc157e412cc138fc06.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby10_jpg.rf.966bb49436b5b61d0811353ff50a4d4e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",71_jpg.rf.21579b218caa5dd0362ed1addfe9b504.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7259869575500488, 0.13284499943256378, 0.45520877838134766, 0.25320005416870117)",1962_png_jpg.rf.dbf7b719572b86bfcdc1c38d1c5f3a58.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby31_jpg.rf.9309d5a216459592d1a712a1738fee9b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",24_JPG_jpg.rf.69e5a5a33a7e911df70a0c1f72926b81.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_07_JPG_jpg.rf.ddd55847e6a49232e351ed835e30a8a7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1202_png_jpg.rf.1706bee57af89705ca04320e643d80f8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_37_1_jpeg_jpg.rf.5f191de0a0a6079af969110cd36e8ba5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_16_JPG_jpg.rf.4500e0b67a080639d5647925977cad53.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2445_png_jpg.rf.f5678704028bebf253dfa7400d251806.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_17_JPG_jpg.rf.1b2dd67a76c106f137ab86b2ef8246a0.jpg,2
"(0.515339195728302, 0.08901896327733994)","(-1, -1)","(0.4745301306247711, 0.10890376567840576)","(0.4833901822566986, 0.1539057493209839)","(0.47213682532310486, 0.11377958953380585, 0.22131557762622833, 0.21501502394676208)",35_JPG_jpg.rf.4768b5b7643d1d77b9cb8d3406d2efe4.jpg,1
"(-1, -1)","(-1, -1)","(0.7196990847587585, 0.48962491750717163)","(-1, -1)","(0.834658145904541, 0.34767889976501465, 0.3300987184047699, 0.3725547790527344)",Prone_65_jpg.rf.22fdd7df517784c8f417580c3fa90628.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1_11_png_jpg.rf.c4b08d7c6dfdeb2ef5bea2a6833fcbc4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2531_png_jpg.rf.bc4782e4a9d27e11f550d6cf2f326057.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1_jpg.rf.fd2db61b1521871afc94a9c270468d76.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",20_JPG_jpg.rf.2266b258f0fc290b004bede0b156d714.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9_jpg.rf.eadfce59d26b3fa76c018b50b6b8347e.jpg,2
"(0.44008198380470276, 0.12525708973407745)","(-1, -1)","(0.5090032815933228, 0.14898821711540222)","(0.5129879713058472, 0.20493793487548828)","(0.3581848442554474, 0.1695248782634735, 0.3651271462440491, 0.30265507102012634)",32_jpg.rf.72ac75691fb47299f23dcb89463877d8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1000_png_jpg.rf.ff372e9b58778e87a4d45f70f72b469b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_09_JPG_jpg.rf.3c9552675de79a7620c716102f414232.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_37_JPG_jpg.rf.c4456d14344f2731bc2c319df23257a9.jpg,1
"(0.38746410608291626, 0.12769661843776703)","(-1, -1)","(0.32888805866241455, 0.1520717591047287)","(0.3359714150428772, 0.18945644795894623)","(0.4606325626373291, 0.12001590430736542, 0.3499062657356262, 0.24003180861473083)",37_jpg.rf.6730aa2829a86178f2fa2545f63dc615.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",45_jpg.rf.5ce385e53d2fef3b2d70066e103bbc6f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby29_jpg.rf.39293b28a68fa8e283734d7ce6e8ab2e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",FE8F6923-15A5-4769-9217-287A8C0D0784_JPG_jpg.rf.f0d4153cdb11e594f52eb73258a2e53d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby8_jpg.rf.b7fe2c9e5d8e0dedb921c877c5c83be7.jpg,1
"(0.8935448527336121, 0.3951890468597412)","(-1, -1)","(-1, -1)","(-1, -1)","(0.132811039686203, 0.41630440950393677, 0.2632492184638977, 0.4071952700614929)",25_jpg.rf.6fda0f5b6ca4a92a47b09abc2db5a668.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",42_jpg.rf.f6496713312ed59a7523421aa52bb3f1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby38_jpg.rf.be25eca54e02b8afc2d0f1ad8d690a05.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5092796087265015, 0.5240272283554077, 0.9814407229423523, 0.9519456028938293)",13_JPG_jpg.rf.c408db642071bb4c3d091dd4401a43f4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby7_jpg.rf.bd86c9070108be112c071872e89dfbb3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_829_png_jpg.rf.b1c0a9f8cdbb2a44f3c3c8f94f1ebabf.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",60_jpg.rf.1b96371ff07dc63601638502b5775ad7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",51_jpg.rf.3591738854354c80431252c496372ea7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby17_jpg.rf.256238e4ede66e929b059defc1ad59bb.jpg,2
