eye1,eye2,nose,mouth,head,image_path,label
"(0.31733307242393494, 0.8314782977104187)","(0.13300654292106628, 0.8268195986747742)","(0.17709606885910034, 0.7947894930839539)","(0.17472724616527557, 0.7378308773040771)","(0.4077225625514984, 0.8354719281196594, 0.6596183776855469, 0.3253811001777649)",58_jpg.rf.f36fe84b7cda2f5e35b4ac22f4fb2b34.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_10_JPG_jpg.rf.f7bdc7ff0355bfea32ec9d391704b285.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.844692587852478, 0.5891402959823608, 0.19380855560302734, 0.3775239884853363)",866_png_jpg.rf.6884ab6f818bce1ff81061d97c845e4c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.10401453822851181, 0.5665739178657532)","(0.12015362083911896, 0.33752870559692383, 0.22407802939414978, 0.6470733880996704)",Miku_07_JPG_jpg.rf.e122533f33d557626a0016d92aeb8576.jpg,0
"(0.17273090779781342, 0.4094196856021881)","(-1, -1)","(0.20830850303173065, 0.3693898618221283)","(0.2433599978685379, 0.38832888007164)","(0.14030560851097107, 0.41435354948043823, 0.27638790011405945, 0.31781014800071716)",26_jpg.rf.a5e50f168cb8db0d01861f211fe162a1.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5464451909065247, 0.15793661773204803, 0.43447408080101013, 0.27549123764038086)",278_png_jpg.rf.0835dbdc4f4fc26d23d18a3206a8e3ad.jpg,1
"(0.8433059453964233, 0.6298502087593079)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8605223894119263, 0.5647095441818237, 0.2761087417602539, 0.3436269760131836)",93_JPG_jpg.rf.2aa60bbd41477676817e91b76801a734.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8577793836593628, 0.18276828527450562, 0.2497180998325348, 0.3494986295700073)",Miku_10_JPG_jpg.rf.6d20366666e394f1e5d5de77e72c1e87.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_03_JPG_jpg.rf.586ff8c4da483374275ecc73536880d8.jpg,1
"(0.22471709549427032, 0.3565406799316406)","(0.19497017562389374, 0.5066788792610168)","(0.21371693909168243, 0.4885956346988678)","(0.2497272491455078, 0.5334144830703735)","(0.2264571636915207, 0.3459347188472748, 0.22655215859413147, 0.5459526777267456)",baby43_jpg.rf.e8d45e441125de2a0b0243f4ef1fcb28.jpg,0
"(0.8193022012710571, 0.7482104301452637)","(0.7376455068588257, 0.7980354428291321)","(0.7499022483825684, 0.7405449151992798)","(0.7070549130439758, 0.7212217450141907)","(0.8066264986991882, 0.8275192379951477, 0.3800813555717468, 0.3369663655757904)",98_jpg.rf.c34ae2a9876bd1cca2540bb3965bb8fd.jpg,0
"(0.7834145426750183, 0.46831387281417847)","(0.7642033696174622, 0.5519939661026001)","(0.7337146997451782, 0.503046452999115)","(0.6731091141700745, 0.49583014845848083)","(0.7964503169059753, 0.5218505859375, 0.4057941436767578, 0.2237665206193924)",40_jpg.rf.ba98daee07fb3a2bf497ea8d39075ffb.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8794052004814148, 0.8023484945297241, 0.23895153403282166, 0.3727523386478424)",3706_png_jpg.rf.a1b84bbc812f92579da206942f678ac3.jpg,1
"(0.12480802834033966, 0.4675692617893219)","(-1, -1)","(0.15138833224773407, 0.5237816572189331)","(0.19318997859954834, 0.527640163898468)","(0.13086986541748047, 0.34285038709640503, 0.26035767793655396, 0.4275735914707184)",87_jpg.rf.20778108a51e7d33d0eaa110203b987b.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2460_png_jpg.rf.35c68b2dc9f8a495db8483b82917dc5a.jpg,1
"(0.15242543816566467, 0.5847769975662231)","(0.16259899735450745, 0.6798514127731323)","(0.18196724355220795, 0.6368934512138367)","(0.22689752280712128, 0.6317607164382935)","(0.14164793491363525, 0.5838404893875122, 0.2592807412147522, 0.26792049407958984)",42_jpg.rf.a9a849034132c55ec1a0dd32f419dc49.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8042117953300476, 0.1871870756149292, 0.39157646894454956, 0.3705717921257019)",baby30_jpg.rf.18343a82975055c44265fb842f1b8e7a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_23_JPG_jpg.rf.40fd616ad25dbfeec3f6e7b4194ff20b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.8585687875747681, 0.6171239614486694)","(0.8570652008056641, 0.7227298021316528, 0.28586965799331665, 0.49879026412963867)",5_jpg.rf.01cf6db6dbcbeb7cbfa57a4f9e25ed49.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8108984231948853, 0.35692164301872253, 0.37820330262184143, 0.6118279099464417)",20_JPG_jpg.rf.e32d526a9559db323142657ce70f1af1.jpg,1
"(0.824565052986145, 0.6577557921409607)","(-1, -1)","(0.8306094408035278, 0.7064850926399231)","(-1, -1)","(0.8592382669448853, 0.4422236382961273, 0.2814401686191559, 0.593174159526825)",15_jpg.rf.48010657d21926a5a058735b1cc5c14b.jpg,0
"(0.8785026669502258, 0.6721203923225403)","(0.8720849752426147, 0.681073009967804)","(-1, -1)","(0.8143657445907593, 0.7397412061691284)","(0.8713834881782532, 0.5809299945831299, 0.25723299384117126, 0.3972323536872864)",25_jpg.rf.ff5793c837a18ba31a77b645cace6db2.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_25_JPG_jpg.rf.7cdd5f6d9c3448c215c946c0e7b77317.jpg,0
"(0.661174476146698, 0.2110050916671753)","(0.6872940063476562, 0.3300762176513672)","(0.6305922269821167, 0.24792630970478058)","(0.5352900624275208, 0.2740612328052521)","(0.7294520139694214, 0.3854225277900696, 0.5405054092407227, 0.4512311816215515)",17_jpg.rf.30dbcbf11cd1a80cb527e2da8ab06945.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.0747581273317337, 0.2877620756626129, 0.14940041303634644, 0.5730450749397278)",Miku_10_JPG_jpg.rf.6ac44e77f179672f7c837cde4cc74fc5.jpg,0
"(0.14802491664886475, 0.8706512451171875)","(0.24190106987953186, 0.9175155758857727)","(0.2233775556087494, 0.8762186169624329)","(0.25721994042396545, 0.8419680595397949)","(0.16976113617420197, 0.877798855304718, 0.33890098333358765, 0.24320372939109802)",49_JPG_jpg.rf.4c64ca41964feb86531740d76ceae309.jpg,0
"(0.12918218970298767, 0.5904051065444946)","(-1, -1)","(0.1576269418001175, 0.6424444317817688)","(0.19399164617061615, 0.6183390617370605)","(0.1313960999250412, 0.5347963571548462, 0.2226482331752777, 0.35166293382644653)",27_jpg.rf.cf6cb4ad76d05421df7dd351872794bb.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2578352093696594, 0.1351449191570282, 0.3801806569099426, 0.2694929242134094)",2413_png_jpg.rf.25c1ecc17dbee15e3dd250023222b7c8.jpg,1
"(0.4789488911628723, 0.34396082162857056)","(0.39873069524765015, 0.24894627928733826)","(0.39661017060279846, 0.325425922870636)","(0.39470407366752625, 0.3961576223373413)","(0.566205620765686, 0.24504628777503967, 0.44447118043899536, 0.4859209954738617)",34_jpg.rf.81b956f121d46b5356640871cb1f2979.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2424_png_jpg.rf.d664389520154f7b52ac964bf951b0f9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.20280537009239197, 0.1581428349018097, 0.31769075989723206, 0.2744411826133728)",2189_png_jpg.rf.8442b04c6398baaaca3aa7d4fd986527.jpg,1
"(0.17742708325386047, 0.6883023977279663)","(0.17889302968978882, 0.8676353693008423)","(0.2006087303161621, 0.8300682306289673)","(0.2614734172821045, 0.8386452794075012)","(0.16767819225788116, 0.6010409593582153, 0.3290911316871643, 0.6453874707221985)",58_jpg.rf.91a5e992e49a5a6777894f1a3bed8878.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.c51262b5f06179d2d7a58a8f790d1fa2.jpg,1
"(0.7633904814720154, 0.33231377601623535)","(0.772771954536438, 0.4195944666862488)","(0.7422673106193542, 0.3776260018348694)","(0.6905552744865417, 0.373690128326416)","(0.7815446257591248, 0.3870961666107178, 0.28482866287231445, 0.21449260413646698)",99_jpg.rf.5787b6765a8d5ec02ffb886fcfefb814.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.527478814125061, 0.8643671274185181, 0.46818819642066956, 0.25618281960487366)",1157_png_jpg.rf.173c00949133dccf9c84208e06c6899a.jpg,1
"(0.7878109812736511, 0.12470869719982147)","(0.7709481716156006, 0.4269176125526428)","(0.7494373917579651, 0.22701244056224823)","(0.6925870776176453, 0.23012188076972961)","(0.8247165679931641, 0.39087143540382385, 0.3490390181541443, 0.6988649368286133)",9_jpg.rf.ecc9e78082297ba6404591957f2712f3.jpg,1
"(0.1680598258972168, 0.1005883440375328)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14159929752349854, 0.21481788158416748, 0.28020572662353516, 0.42576098442077637)",Miku_06_JPG_jpg.rf.5742336a18dd17429511d97d8a675f07.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_36_JPG_jpg.rf.1376cac2d1467e3d07a2d255d441a195.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8349279165267944, 0.47164759039878845, 0.2609960436820984, 0.4522729814052582)",1157_png_jpg.rf.d1fd09c9c3c0b8772a1717d044f53ca0.jpg,1
"(0.5470628142356873, 0.1509714126586914)","(0.2633577585220337, 0.7674866914749146)","(0.31672728061676025, 0.7981203198432922)","(0.45039063692092896, 0.23099938035011292)","(0.17263929545879364, 0.771675169467926, 0.3452785909175873, 0.2829226553440094)",69_jpg.rf.cd4e2d1dcfd3e9aed6801709c793a25e.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2260780781507492, 0.12496034801006317, 0.388479620218277, 0.23929300904273987)",3640_png_jpg.rf.f3c94f908a953a54cb61aa235f9922e1.jpg,1
"(0.20821556448936462, 0.18677549064159393)","(0.14133259654045105, 0.2676427960395813)","(0.1919085681438446, 0.25294923782348633)","(0.22373084723949432, 0.2838706374168396)","(0.17687015235424042, 0.18557493388652802, 0.2695864737033844, 0.3361622393131256)",12_jpg.rf.a428c7085f6bb19db3180480f9e8cce5.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8132413625717163, 0.737680196762085, 0.3725809156894684, 0.3336428701877594)",51_jpg.rf.634cea79b809fff657581c9623430418.jpg,1
"(0.18599744141101837, 0.20558194816112518)","(0.2569761276245117, 0.10311289131641388)","(0.2500106692314148, 0.1802331954240799)","(0.29731690883636475, 0.20358307659626007)","(0.19797635078430176, 0.16582095623016357, 0.3679027557373047, 0.3260878026485443)",31_jpg.rf.6a57cf5706dd526b22f0c2bbd50b9a54.jpg,0
"(0.18081307411193848, 0.5123133063316345)","(0.18096324801445007, 0.39987581968307495)","(0.2017480581998825, 0.4491947591304779)","(0.23607000708580017, 0.4463774263858795)","(0.7544006705284119, 0.9443370699882507, 0.30859118700027466, 0.11132583767175674)",122_png_jpg.rf.a4cdbc41ba00571e7a3de07285d29cf1.jpg,0
"(0.10502304881811142, 0.6880048513412476)","(0.16937318444252014, 0.7688808441162109)","(0.15546689927577972, 0.7088091969490051)","(0.1863289624452591, 0.6691476106643677)","(0.1371990591287613, 0.720314621925354, 0.2740838825702667, 0.3341626226902008)",baby20_jpg.rf.6a48b579ff1327b37e84cd796b60068d.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_09_JPG_jpg.rf.ef6382fa3d77a92e9fe480fdb6b81636.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(0.882598876953125, 0.5262500643730164)","(0.8527002334594727, 0.32787832617759705, 0.2945995330810547, 0.6557566523551941)",baby26_jpg.rf.7810bd01f359fc6d1da2a2123528349b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2809608280658722, 0.17009486258029938, 0.4349077641963959, 0.28521043062210083)",1962_png_jpg.rf.ef9040f8e5b4cdc3e4d7a167dfaccaf0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.3796980381011963, 0.2115917205810547)","(-1, -1)",Cubo_03_JPG_jpg.rf.e5c1ca5eae307d367c859236a5ca8f41.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8666859865188599, 0.19117574393749237, 0.265193372964859, 0.3640652298927307)",3804_png_jpg.rf.5c7398e979aed08bf91e6a6de8d226bf.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.15670236945152283, 0.2723037004470825, 0.27516621351242065, 0.39412960410118103)",1922_png_jpg.rf.46e468f3774229972668b2a8848492f1.jpg,1
"(0.7837594151496887, 0.8790567517280579)","(0.770840585231781, 0.5803723931312561)","(0.7471107244491577, 0.7660168409347534)","(0.6982167959213257, 0.7665566205978394)","(0.8157564401626587, 0.6004761457443237, 0.36135292053222656, 0.6959391832351685)",9_jpg.rf.b8fe051935b848b3d5f61fe36cc7ac04.jpg,1
"(0.8642866015434265, 0.5212240219116211)","(0.855432391166687, 0.6145002841949463)","(0.8355741500854492, 0.5705059170722961)","(0.7960306406021118, 0.567443311214447)","(0.872808575630188, 0.5615233182907104, 0.24669189751148224, 0.2327958047389984)",71_jpg.rf.f753e7c7aa11c69f178803e522d30494.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.9078927040100098, 0.3713724613189697, 0.18421459197998047, 0.6990839838981628)",Nanit_22_JPG_jpg.rf.fafabb53fef00f1ce0dfc3e366133a14.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14944306015968323, 0.4874400198459625, 0.26706501841545105, 0.45600050687789917)",1251_png_jpg.rf.6fd048cc82a762d09c13e0f1311f9dd7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.3788006007671356, 0.21236450970172882)","(-1, -1)",Cubo_03_JPG_jpg.rf.436a12cffb72f87d33c6630c7551d3fd.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8730193376541138, 0.5429331660270691, 0.2526037096977234, 0.4971616864204407)",46_jpg.rf.5a7d0e3489b9ef5eff45ae3db2f899fa.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12288321554660797, 0.3350370526313782, 0.22818000614643097, 0.6590975522994995)",Miku_07_JPG_jpg.rf.ddd55847e6a49232e351ed835e30a8a7.jpg,0
"(0.8568475842475891, 0.601680338382721)","(0.8429805636405945, 0.7330954670906067)","(0.8200847506523132, 0.6571380496025085)","(0.7862682938575745, 0.650804877281189)","(0.8613125085830688, 0.6608690619468689, 0.2679840624332428, 0.32746800780296326)",50_jpg.rf.621244d0f6bc1668d81c07152dc797b2.jpg,0
"(0.8791972398757935, 0.3835769295692444)","(-1, -1)","(0.8680651783943176, 0.46755069494247437)","(0.830910325050354, 0.507970929145813)","(0.8508495092391968, 0.2721071243286133, 0.2983010411262512, 0.5363819003105164)",baby25_jpg.rf.9d6232da15c99d7abcc4dd8a64a705a3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2578611969947815, 0.1346217393875122, 0.38057297468185425, 0.26683560013771057)",2413_png_jpg.rf.91e275e9376c4402abc36a8783167354.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_16_JPG_jpg.rf.2c60f4d77b0b82df4d81a6f7c9d98012.jpg,0
"(0.1387932449579239, 0.39144212007522583)","(0.19683673977851868, 0.2841014266014099)","(0.1932956874370575, 0.37601032853126526)","(0.2263464629650116, 0.41175031661987305)","(0.15236802399158478, 0.3087054491043091, 0.2976778447628021, 0.4443168044090271)",baby19_jpg.rf.ad82326512e8a8d37b14cc61dc8046a8.jpg,0
"(-1, -1)","(-1, -1)","(0.1269746571779251, 0.5044366121292114)","(-1, -1)","(0.6997403502464294, 0.29293733835220337, 0.5870516896247864, 0.584248423576355)",9491_png_jpg.rf.cc3cf3ca6e30167f0e59997c3e4d7066.jpg,1
"(0.22519414126873016, 0.3558887541294098)","(0.1944645643234253, 0.5090329051017761)","(0.21402175724506378, 0.4883188307285309)","(0.2496737241744995, 0.5337480306625366)","(0.22685065865516663, 0.34539538621902466, 0.22761134803295135, 0.544123113155365)",baby43_jpg.rf.ccb7a3ff4505b48958e84b96f1861539.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_36_JPG_jpg.rf.4334b5bd720abc7822e65b9816a5e1bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6578424572944641, 0.8969693183898926, 0.2874870300292969, 0.20375041663646698)",baby17_jpg.rf.b4a91ae3f8917916bf3459cfa6ca411b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7917453050613403, 0.12714724242687225, 0.38344937562942505, 0.22654572129249573)",3862_png_jpg.rf.8b2f048cdccce0bd59ebca489e966371.jpg,1
"(0.8376250267028809, 0.3292332589626312)","(-1, -1)","(0.8085365295410156, 0.28660884499549866)","(-1, -1)","(0.8501960635185242, 0.4112767279148102, 0.2949855327606201, 0.3335031569004059)",140_png_jpg.rf.e7b6a45bc3316fc8e8e42f471ee11bce.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_09_JPG_jpg.rf.7a60e38b65e1a490ac2f6a2ba26a5903.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8729584813117981, 0.5431901216506958, 0.25296974182128906, 0.4983610212802887)",46_jpg.rf.4922394452c557fd39cef94cc2370115.jpg,1
"(0.6587247848510742, 0.8526150584220886)","(0.52876877784729, 0.8797925710678101)","(0.5832745432853699, 0.836085319519043)","(0.5524426102638245, 0.7958948016166687)","(0.5972596406936646, 0.8570164442062378, 0.3508865237236023, 0.25047093629837036)",70_jpg.rf.fddfc05bac58a2c21da1c61b6a1d2efe.jpg,0
"(0.8404600024223328, 0.40976858139038086)","(-1, -1)","(0.8030155301094055, 0.37158632278442383)","(0.7699030041694641, 0.3914700150489807)","(0.8688709139823914, 0.4154725968837738, 0.26092639565467834, 0.3135649561882019)",26_jpg.rf.45351ef9c5198cf28df1860eeaa2e143.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8161748051643372, 0.5599859952926636, 0.36765044927597046, 0.502751350402832)",baby49_jpg.rf.a76335fa1b1d2106aad320c8a6524f39.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13375039398670197, 0.5367523431777954, 0.2537728250026703, 0.28293782472610474)",Miku_04_JPG_jpg.rf.b2a5e8f69dcef6b6ab95fe95a5082d18.jpg,0
"(0.5265915393829346, 0.218096524477005)","(0.7076901197433472, 0.18257007002830505)","(0.6356579661369324, 0.2391408383846283)","(0.6632410883903503, 0.29255643486976624)","(0.611836314201355, 0.1806485950946808, 0.5185818672180176, 0.3589603900909424)",36_jpg.rf.141ced579e9f285d61267662f7b42cb9.jpg,0
"(0.8264548182487488, 0.6456238031387329)","(-1, -1)","(0.8252580761909485, 0.6890645027160645)","(-1, -1)","(0.8579775094985962, 0.4461302161216736, 0.2840449810028076, 0.5675398111343384)",94_JPG_jpg.rf.b9f5601a273d50cbad3c0fb79526fcf9.jpg,0
"(0.40853992104530334, 0.9102698564529419)","(-1, -1)","(0.4763582646846771, 0.914198100566864)","(-1, -1)","(0.306008905172348, 0.8044338226318359, 0.5655357241630554, 0.3911324143409729)",6_jpg.rf.d1b881d2b9dd22be5b9a9c4061ae9303.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8022730946540833, 0.883618175983429, 0.38601550459861755, 0.22584262490272522)",3649_png_jpg.rf.ee61e11cfe4df9a38e6262a95ff7f93f.jpg,1
"(0.8530976176261902, 0.4435020387172699)","(-1, -1)","(0.8200351595878601, 0.3734191060066223)","(0.7739220857620239, 0.4000769555568695)","(0.8577399253845215, 0.5289106369018555, 0.28452014923095703, 0.4330790638923645)",45_jpg.rf.0c781ab90a5c1cf1f9cb069c05262e1b.jpg,0
"(0.22235870361328125, 0.158625528216362)","(-1, -1)","(-1, -1)","(-1, -1)","(0.15903478860855103, 0.1827608048915863, 0.2597690224647522, 0.342761754989624)",Miku_10_JPG_jpg.rf.800348b3244c10d6477a837889460d06.jpg,0
"(0.8529529571533203, 0.44371017813682556)","(-1, -1)","(0.8200117349624634, 0.373914897441864)","(0.7692800760269165, 0.3928965628147125)","(0.8581844568252563, 0.5288694500923157, 0.28363102674484253, 0.4323403239250183)",45_jpg.rf.c9e0aede2443f8ca2e9d394bb0c5790d.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13406595587730408, 0.536349892616272, 0.25364112854003906, 0.2825912535190582)",Miku_04_JPG_jpg.rf.08f4460ae9cf00364d61a5d65306fe1f.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8157679438591003, 0.5599455833435059, 0.36846408247947693, 0.5038883090019226)",baby49_jpg.rf.9209adaa72a50db245fb688bfaca7f28.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2266979217529297, 0.14198313653469086, 0.39200258255004883, 0.25268790125846863)",3600_png_jpg.rf.611afef9fc2e0fb65e1c7251c0ecc63f.jpg,1
"(0.8111904859542847, 0.8328259587287903)","(-1, -1)","(0.7868697047233582, 0.8643893003463745)","(-1, -1)","(0.8645329475402832, 0.6351667642593384, 0.27093416452407837, 0.5363240242004395)",7_jpg.rf.ee39674fe6822768cf66351bb7d4d270.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1333090364933014, 0.2000623196363449, 0.2587290406227112, 0.3441675305366516)",3632_png_jpg.rf.84909341962176b61394eea3dc085aa2.jpg,1
"(0.3628922402858734, 0.13804325461387634)","(-1, -1)","(0.3139183223247528, 0.17471466958522797)","(0.32907581329345703, 0.22283391654491425)","(0.48878908157348633, 0.13827261328697205, 0.4314679205417633, 0.27579325437545776)",baby36_jpg.rf.1698207c1e744e5b052076859aa593a2.jpg,0
"(0.3493189215660095, 0.13382355868816376)","(-1, -1)","(0.2712633013725281, 0.14978940784931183)","(0.2650313973426819, 0.19386743009090424)","(0.5089594721794128, 0.1299765259027481, 0.5599275827407837, 0.25021469593048096)",86_jpg.rf.83cfe3f46ea1c80165524c477462d3d3.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.551602303981781, 0.49804526567459106, 0.896795392036438, 0.9960905313491821)",Miku_11_JPG_jpg.rf.46435c5e8659c55c3e99caead898e939.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_17_JPG_jpg.rf.db02595711ce5171541126dafbbf9fda.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1290079653263092, 0.38032203912734985, 0.25651732087135315, 0.46021199226379395)",baby14_jpg.rf.66b56e0effd70dd59e2d2ef20ebb18db.jpg,0
"(0.41995787620544434, 0.10375724732875824)","(0.5168316960334778, 0.08915852010250092)","(0.4754275679588318, 0.10995552688837051)","(0.4842778742313385, 0.1536804437637329)","(0.46467429399490356, 0.11615927517414093, 0.25957661867141724, 0.2282501757144928)",35_JPG_jpg.rf.c24fd302e2e59dec953b3575a2c818eb.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2792890667915344, 0.1299756020307541, 0.37069258093833923, 0.25992435216903687)",2337_png_jpg.rf.ee612eecb17acad61c3ee84473925622.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.19469322264194489, 0.3556233048439026, 0.3787708878517151, 0.5197097063064575)",baby35_jpg.rf.a492155afd7f4340db56b345f513b367.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4744342267513275, 0.8564745783805847, 0.46443644165992737, 0.2633334994316101)",1214_png_jpg.rf.679f5cd3cb4fe9a9e17cbd8a3fbe8013.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.af5158fd201208bf4f7cebe864829f0e.jpg,1
"(0.7986657023429871, 0.6307436227798462)","(-1, -1)","(0.7534412145614624, 0.7297930717468262)","(0.7112312912940979, 0.6917422413825989)","(0.8407983779907227, 0.5448232293128967, 0.3184032440185547, 0.6028612852096558)",4_jpg.rf.240b5c066ebb364c96efeb6f46f0b4eb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5520524382591248, 0.44894033670425415, 0.8958951234817505, 0.8846274614334106)",28_jpg.rf.a095490bba664386d2c3d6f6bb085d6b.jpg,0
"(0.7352839708328247, 0.8135992288589478)","(-1, -1)","(0.7130798101425171, 0.8554573059082031)","(-1, -1)","(0.8118807673454285, 0.6484662890434265, 0.3666061460971832, 0.5251375436782837)",baby35_jpg.rf.b357878bb73569c731613a9738f39af9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.11602568626403809, 0.7981626391410828, 0.23089627921581268, 0.37692469358444214)",3862_png_jpg.rf.3a727c7bf6ecfaa8963899cf74f80b4e.jpg,1
"(0.7351852655410767, 0.812851071357727)","(-1, -1)","(0.7111819386482239, 0.854949951171875)","(-1, -1)","(0.8118027448654175, 0.6486543416976929, 0.36611270904541016, 0.5253974795341492)",baby35_jpg.rf.22c982e1f6d12e45fe311c0bbc0f2e81.jpg,1
"(0.40881162881851196, 0.9103915095329285)","(-1, -1)","(0.47712868452072144, 0.9135217666625977)","(-1, -1)","(0.30441388487815857, 0.8034285306930542, 0.5668363571166992, 0.3931429386138916)",6_jpg.rf.1fdadb8a76966958356c34b7bf895e7a.jpg,1
"(0.8735777735710144, 0.18220320343971252)","(0.6895270347595215, 0.18082435429096222)","(0.8306795954704285, 0.20766255259513855)","(0.8329417109489441, 0.26662424206733704)","(0.6027091145515442, 0.1728488653898239, 0.6699247360229492, 0.3411659598350525)",58_jpg.rf.4dbdfcffbf4838b843d6412127801aeb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.22702236473560333, 0.14007875323295593, 0.39185553789138794, 0.24875786900520325)",3600_png_jpg.rf.85822e121154dc86413bc2d50c0e674f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3900388479232788, 0.881031334400177, 0.3807979226112366, 0.21963977813720703)",9605_png_jpg.rf.041c7b5c7a8471da0a447bc3096cce44.jpg,1
"(0.8699676394462585, 0.1750928908586502)","(0.9327020645141602, 0.2927948832511902)","(0.8918067812919617, 0.2719847559928894)","(0.8539098501205444, 0.32190802693367004)","(0.8541833758354187, 0.21605825424194336, 0.2760288119316101, 0.40961188077926636)",76_jpg.rf.4559e5f1ca92bbd1f9ee90ceac0be0b3.jpg,0
